TABLE_NAME,COLUMN_NAME,DATABASE_NAME
circulation history,draft number,cre_Doc_Control_Systems
circulation history,copy number,cre_Doc_Control_Systems
circulation history,employee id,cre_Doc_Control_Systems
documents mailed,document id,cre_Doc_Control_Systems
documents mailed,mailed to address id,cre_Doc_Control_Systems
documents mailed,mailing date,cre_Doc_Control_Systems
investors,investor id,tracking_share_transactions
investors,investor details,tracking_share_transactions
lots,lot id,tracking_share_transactions
lots,investor id,tracking_share_transactions
lots,lot details,tracking_share_transactions
reference transaction types,transaction type code,tracking_share_transactions
reference transaction types,transaction type description,tracking_share_transactions
transactions,transaction id,tracking_share_transactions
transactions,investor id,tracking_share_transactions
transactions,transaction type code,tracking_share_transactions
transactions,date of transaction,tracking_share_transactions
transactions,amount of transaction,tracking_share_transactions
transactions,share count,tracking_share_transactions
transactions,other details,tracking_share_transactions
sales,sales transaction id,tracking_share_transactions
sales,sales details,tracking_share_transactions
purchases,purchase transaction id,tracking_share_transactions
purchases,purchase details,tracking_share_transactions
transactions lots,transaction id,tracking_share_transactions
transactions lots,lot id,tracking_share_transactions
apartment buildings,building id,apartment_rentals
apartment buildings,building short name,apartment_rentals
apartment buildings,building full name,apartment_rentals
apartment buildings,building description,apartment_rentals
apartment buildings,building address,apartment_rentals
apartment buildings,building manager,apartment_rentals
apartment buildings,building phone,apartment_rentals
apartments,apartment id,apartment_rentals
apartments,building id,apartment_rentals
apartments,apartment type code,apartment_rentals
apartments,apartment number,apartment_rentals
apartments,bathroom count,apartment_rentals
apartments,bedroom count,apartment_rentals
apartments,room count,apartment_rentals
apartment facilities,apartment id,apartment_rentals
apartment facilities,facility code,apartment_rentals
guests,guest id,apartment_rentals
guests,gender code,apartment_rentals
guests,guest first name,apartment_rentals
guests,guest last name,apartment_rentals
guests,date of birth,apartment_rentals
apartment bookings,apartment booking id,apartment_rentals
apartment bookings,apartment id,apartment_rentals
apartment bookings,guest id,apartment_rentals
apartment bookings,booking status code,apartment_rentals
apartment bookings,booking start date,apartment_rentals
apartment bookings,booking end date,apartment_rentals
view unit status,apartment id,apartment_rentals
view unit status,apartment booking id,apartment_rentals
view unit status,status date,apartment_rentals
view unit status,available yes or no,apartment_rentals
addresses,address id,student_transcripts_tracking
addresses,line 1,student_transcripts_tracking
addresses,line 2,student_transcripts_tracking
addresses,line 3,student_transcripts_tracking
addresses,city,student_transcripts_tracking
addresses,zip postcode,student_transcripts_tracking
addresses,state province county,student_transcripts_tracking
addresses,country,student_transcripts_tracking
addresses,other address details,student_transcripts_tracking
courses,course id,student_transcripts_tracking
courses,course name,student_transcripts_tracking
courses,course description,student_transcripts_tracking
courses,other details,student_transcripts_tracking
departments,department id,student_transcripts_tracking
departments,department name,student_transcripts_tracking
departments,department description,student_transcripts_tracking
departments,other details,student_transcripts_tracking
degree programs,degree program id,student_transcripts_tracking
degree programs,department id,student_transcripts_tracking
degree programs,degree summary name,student_transcripts_tracking
degree programs,degree summary description,student_transcripts_tracking
degree programs,other details,student_transcripts_tracking
sections,section id,student_transcripts_tracking
sections,course id,student_transcripts_tracking
sections,section name,student_transcripts_tracking
sections,section description,student_transcripts_tracking
sections,other details,student_transcripts_tracking
semesters,semester id,student_transcripts_tracking
semesters,semester name,student_transcripts_tracking
semesters,semester description,student_transcripts_tracking
semesters,other details,student_transcripts_tracking
students,student id,student_transcripts_tracking
students,current address id,student_transcripts_tracking
students,permanent address id,student_transcripts_tracking
students,first name,student_transcripts_tracking
students,middle name,student_transcripts_tracking
students,last name,student_transcripts_tracking
students,cell mobile number,student_transcripts_tracking
students,email address,student_transcripts_tracking
students,ssn,student_transcripts_tracking
students,date first registered,student_transcripts_tracking
students,date left,student_transcripts_tracking
students,other student details,student_transcripts_tracking
student enrolment,student enrolment id,student_transcripts_tracking
student enrolment,degree program id,student_transcripts_tracking
student enrolment,semester id,student_transcripts_tracking
student enrolment,student id,student_transcripts_tracking
student enrolment,other details,student_transcripts_tracking
student enrolment courses,student course id,student_transcripts_tracking
student enrolment courses,course id,student_transcripts_tracking
student enrolment courses,student enrolment id,student_transcripts_tracking
transcripts,transcript id,student_transcripts_tracking
transcripts,transcript date,student_transcripts_tracking
transcripts,other details,student_transcripts_tracking
transcript contents,student course id,student_transcripts_tracking
transcript contents,transcript id,student_transcripts_tracking
reference document types,document type code,cre_Docs_and_Epenses
reference document types,document type name,cre_Docs_and_Epenses
reference document types,document type description,cre_Docs_and_Epenses
reference budget codes,budget type code,cre_Docs_and_Epenses
reference budget codes,budget type description,cre_Docs_and_Epenses
projects,project id,cre_Docs_and_Epenses
projects,project details,cre_Docs_and_Epenses
documents,document id,cre_Docs_and_Epenses
documents,document type code,cre_Docs_and_Epenses
documents,project id,cre_Docs_and_Epenses
documents,document date,cre_Docs_and_Epenses
documents,document name,cre_Docs_and_Epenses
documents,document description,cre_Docs_and_Epenses
documents,other details,cre_Docs_and_Epenses
statements,statement id,cre_Docs_and_Epenses
statements,statement details,cre_Docs_and_Epenses
documents with expenses,document id,cre_Docs_and_Epenses
documents with expenses,budget type code,cre_Docs_and_Epenses
documents with expenses,document details,cre_Docs_and_Epenses
accounts,account id,cre_Docs_and_Epenses
accounts,statement id,cre_Docs_and_Epenses
accounts,account details,cre_Docs_and_Epenses
mission,mission id,ship_mission
mission,ship id,ship_mission
mission,code,ship_mission
mission,launched year,ship_mission
mission,location,ship_mission
mission,speed knots,ship_mission
mission,fate,ship_mission
ship,ship id,ship_mission
ship,name,ship_mission
ship,type,ship_mission
ship,nationality,ship_mission
ship,tonnage,ship_mission
buildings,id,company_office
buildings,name,company_office
buildings,city,company_office
buildings,height,company_office
buildings,stories,company_office
buildings,status,company_office
companies,id,company_office
companies,name,company_office
companies,headquarters,company_office
companies,industry,company_office
companies,sales billion,company_office
companies,profits billion,company_office
companies,assets billion,company_office
companies,market value billion,company_office
office locations,building id,company_office
office locations,company id,company_office
office locations,move in year,company_office
problem category codes,problem category code,tracking_software_problems
problem category codes,problem category description,tracking_software_problems
problem log,problem log id,tracking_software_problems
problem log,assigned to staff id,tracking_software_problems
problem log,problem id,tracking_software_problems
problem log,problem category code,tracking_software_problems
problem log,problem status code,tracking_software_problems
problem log,log entry date,tracking_software_problems
problem log,log entry description,tracking_software_problems
problem log,log entry fix,tracking_software_problems
problem log,other log details,tracking_software_problems
problem status codes,problem status code,tracking_software_problems
problem status codes,problem status description,tracking_software_problems
product,product id,tracking_software_problems
product,product name,tracking_software_problems
product,product details,tracking_software_problems
staff,staff id,tracking_software_problems
staff,staff first name,tracking_software_problems
staff,staff last name,tracking_software_problems
staff,other staff details,tracking_software_problems
problems,problem id,tracking_software_problems
problems,product id,tracking_software_problems
problems,closure authorised by staff id,tracking_software_problems
problems,reported by staff id,tracking_software_problems
problems,date problem reported,tracking_software_problems
problems,date problem closed,tracking_software_problems
problems,problem description,tracking_software_problems
problems,other problem details,tracking_software_problems
reference characteristic types,characteristic type code,products_gen_characteristics
reference characteristic types,characteristic type description,products_gen_characteristics
reference colors,color code,products_gen_characteristics
reference colors,color description,products_gen_characteristics
reference product categories,product category code,products_gen_characteristics
reference product categories,product category description,products_gen_characteristics
reference product categories,unit of measure,products_gen_characteristics
characteristics,characteristic id,products_gen_characteristics
characteristics,characteristic type code,products_gen_characteristics
characteristics,characteristic data type,products_gen_characteristics
characteristics,characteristic name,products_gen_characteristics
characteristics,other characteristic details,products_gen_characteristics
products,product id,products_gen_characteristics
products,color code,products_gen_characteristics
products,product category code,products_gen_characteristics
products,product name,products_gen_characteristics
products,typical buying price,products_gen_characteristics
products,typical selling price,products_gen_characteristics
products,product description,products_gen_characteristics
products,other product details,products_gen_characteristics
product characteristics,product id,products_gen_characteristics
product characteristics,characteristic id,products_gen_characteristics
product characteristics,product characteristic value,products_gen_characteristics
shop,shop id,coffee_shop
shop,address,coffee_shop
shop,num of staff,coffee_shop
shop,score,coffee_shop
shop,open year,coffee_shop
member,member id,coffee_shop
member,name,coffee_shop
member,membership card,coffee_shop
member,age,coffee_shop
member,time of purchase,coffee_shop
member,level of membership,coffee_shop
member,address,coffee_shop
happy hour,hh id,coffee_shop
happy hour,shop id,coffee_shop
happy hour,month,coffee_shop
happy hour,num of shaff in charge,coffee_shop
happy hour member,hh id,coffee_shop
happy hour member,member id,coffee_shop
happy hour member,total amount,coffee_shop
player,player id,riding_club
player,sponsor name,riding_club
player,player name,riding_club
player,gender,riding_club
player,residence,riding_club
player,occupation,riding_club
player,votes,riding_club
player,rank,riding_club
club,club id,riding_club
club,club name,riding_club
club,region,riding_club
club,start year,riding_club
coach,coach id,riding_club
coach,player name,riding_club
coach,gender,riding_club
coach,club id,riding_club
coach,rank,riding_club
player coach,player id,riding_club
player coach,coach id,riding_club
player coach,starting year,riding_club
match result,rank,riding_club
match result,club id,riding_club
match result,gold,riding_club
match result,big silver,riding_club
match result,small silver,riding_club
match result,bronze,riding_club
match result,points,riding_club
accounts,account id,customers_card_transactions
accounts,customer id,customers_card_transactions
accounts,account name,customers_card_transactions
accounts,other account details,customers_card_transactions
customers,customer id,customers_card_transactions
customers,customer first name,customers_card_transactions
customers,customer last name,customers_card_transactions
customers,customer address,customers_card_transactions
customers,customer phone,customers_card_transactions
customers,customer email,customers_card_transactions
customers,other customer details,customers_card_transactions
customers cards,card id,customers_card_transactions
customers cards,customer id,customers_card_transactions
customers cards,card type code,customers_card_transactions
customers cards,card number,customers_card_transactions
customers cards,date valid from,customers_card_transactions
customers cards,date valid to,customers_card_transactions
customers cards,other card details,customers_card_transactions
financial transactions,transaction id,customers_card_transactions
financial transactions,previous transaction id,customers_card_transactions
financial transactions,account id,customers_card_transactions
financial transactions,card id,customers_card_transactions
financial transactions,transaction type,customers_card_transactions
financial transactions,transaction date,customers_card_transactions
financial transactions,transaction amount,customers_card_transactions
financial transactions,transaction comment,customers_card_transactions
financial transactions,other transaction details,customers_card_transactions
county public safety,county id,county_public_safety
county public safety,name,county_public_safety
county public safety,population,county_public_safety
county public safety,police officers,county_public_safety
county public safety,residents per officer,county_public_safety
county public safety,case burden,county_public_safety
county public safety,crime rate,county_public_safety
county public safety,police force,county_public_safety
county public safety,location,county_public_safety
city,city id,county_public_safety
city,county id,county_public_safety
city,name,county_public_safety
city,white,county_public_safety
city,black,county_public_safety
city,amerindian,county_public_safety
city,asian,county_public_safety
city,multiracial,county_public_safety
city,hispanic,county_public_safety
member,member id,performance_attendance
member,name,performance_attendance
member,nationality,performance_attendance
member,role,performance_attendance
performance,performance id,performance_attendance
performance,date,performance_attendance
performance,host,performance_attendance
performance,location,performance_attendance
performance,attendance,performance_attendance
member attendance,member id,performance_attendance
member attendance,performance id,performance_attendance
member attendance,num of pieces,performance_attendance
student,student id,club_1
student,last name,club_1
student,first name,club_1
student,age,club_1
student,sex,club_1
student,major,club_1
student,advisor,club_1
student,city code,club_1
club,club id,club_1
club,club name,club_1
club,club description,club_1
club,club location,club_1
member of club,student id,club_1
member of club,club id,club_1
member of club,position,club_1
singer,singer id,singer
singer,name,singer
singer,birth year,singer
singer,net worth millions,singer
singer,citizenship,singer
song,song id,singer
song,title,singer
song,singer id,singer
song,sales,singer
song,highest position,singer
book club,book club id,culture_company
book club,year,culture_company
book club,author or editor,culture_company
book club,book title,culture_company
book club,publisher,culture_company
book club,category,culture_company
book club,result,culture_company
movie,movie id,culture_company
movie,title,culture_company
movie,year,culture_company
movie,director,culture_company
movie,budget million,culture_company
movie,gross worldwide,culture_company
culture company,company name,culture_company
culture company,type,culture_company
culture company,incorporated in,culture_company
culture company,group equity shareholding,culture_company
culture company,book club id,culture_company
culture company,movie id,culture_company
reference template types,template type code,cre_Doc_Template_Mgt
reference template types,template type description,cre_Doc_Template_Mgt
templates,template id,cre_Doc_Template_Mgt
templates,version number,cre_Doc_Template_Mgt
templates,template type code,cre_Doc_Template_Mgt
templates,date effective from,cre_Doc_Template_Mgt
templates,date effective to,cre_Doc_Template_Mgt
templates,template details,cre_Doc_Template_Mgt
documents,document id,cre_Doc_Template_Mgt
documents,template id,cre_Doc_Template_Mgt
documents,document name,cre_Doc_Template_Mgt
documents,document description,cre_Doc_Template_Mgt
documents,other details,cre_Doc_Template_Mgt
paragraphs,paragraph id,cre_Doc_Template_Mgt
paragraphs,document id,cre_Doc_Template_Mgt
paragraphs,paragraph text,cre_Doc_Template_Mgt
paragraphs,other details,cre_Doc_Template_Mgt
musical,musical id,musical
musical,name,musical
musical,year,musical
musical,award,musical
musical,category,musical
musical,nominee,musical
musical,result,musical
actor,actor id,musical
actor,name,musical
actor,musical id,musical
actor,character,musical
actor,duration,musical
actor,age,musical
city,id,world_1
city,name,world_1
city,country code,world_1
city,district,world_1
city,population,world_1
sqlite sequence,name,world_1
sqlite sequence,seq,world_1
country,code,world_1
country,name,world_1
country,continent,world_1
country,region,world_1
country,surface area,world_1
country,indepdent year,world_1
country,population,world_1
country,life expectancy,world_1
country,gnp,world_1
country,gnp old,world_1
country,local name,world_1
country,government form,world_1
country,head of state,world_1
country,capital,world_1
country,code2,world_1
countrylanguage,countrycode,world_1
countrylanguage,language,world_1
countrylanguage,is official,world_1
countrylanguage,percentage,world_1
device,device id,device
device,device,device
device,carrier,device
device,package version,device
device,applications,device
device,software platform,device
shop,shop id,device
shop,shop name,device
shop,location,device
shop,open date,device
shop,open year,device
stock,shop id,device
stock,device id,device
stock,quantity,device
document types,document type code,tracking_grants_for_research
document types,document description,tracking_grants_for_research
documents,document id,tracking_grants_for_research
documents,document type code,tracking_grants_for_research
documents,grant id,tracking_grants_for_research
documents,sent date,tracking_grants_for_research
documents,response received date,tracking_grants_for_research
documents,other details,tracking_grants_for_research
grants,grant id,tracking_grants_for_research
grants,organisation id,tracking_grants_for_research
grants,grant amount,tracking_grants_for_research
grants,grant start date,tracking_grants_for_research
grants,grant end date,tracking_grants_for_research
grants,other details,tracking_grants_for_research
organisation types,organisation type,tracking_grants_for_research
organisation types,organisation type description,tracking_grants_for_research
organisations,organisation id,tracking_grants_for_research
organisations,organisation type,tracking_grants_for_research
organisations,organisation details,tracking_grants_for_research
project outcomes,project id,tracking_grants_for_research
project outcomes,outcome code,tracking_grants_for_research
project outcomes,outcome details,tracking_grants_for_research
project staff,staff id,tracking_grants_for_research
project staff,project id,tracking_grants_for_research
project staff,role code,tracking_grants_for_research
project staff,date from,tracking_grants_for_research
project staff,date to,tracking_grants_for_research
project staff,other details,tracking_grants_for_research
projects,project id,tracking_grants_for_research
projects,organisation id,tracking_grants_for_research
projects,project details,tracking_grants_for_research
research outcomes,outcome code,tracking_grants_for_research
research outcomes,outcome description,tracking_grants_for_research
research staff,staff id,tracking_grants_for_research
research staff,employer organisation id,tracking_grants_for_research
research staff,staff details,tracking_grants_for_research
staff roles,role code,tracking_grants_for_research
staff roles,role description,tracking_grants_for_research
tasks,task id,tracking_grants_for_research
tasks,project id,tracking_grants_for_research
tasks,task details,tracking_grants_for_research
tasks,eg agree objectives,tracking_grants_for_research
employee,employee id,employee_hire_evaluation
employee,name,employee_hire_evaluation
employee,age,employee_hire_evaluation
employee,city,employee_hire_evaluation
shop,shop id,employee_hire_evaluation
shop,name,employee_hire_evaluation
shop,location,employee_hire_evaluation
shop,district,employee_hire_evaluation
shop,number products,employee_hire_evaluation
shop,manager name,employee_hire_evaluation
hiring,shop id,employee_hire_evaluation
hiring,employee id,employee_hire_evaluation
hiring,start from,employee_hire_evaluation
hiring,is full time,employee_hire_evaluation
evaluation,employee id,employee_hire_evaluation
evaluation,year awarded,employee_hire_evaluation
evaluation,bonus,employee_hire_evaluation
movie,movie id,movie_1
movie,title,movie_1
movie,year,movie_1
movie,director,movie_1
reviewer,reviewer id,movie_1
reviewer,name,movie_1
rating,reviewer id,movie_1
rating,movie id,movie_1
rating,rating stars,movie_1
rating,rating date,movie_1
high schooler,id,network_1
high schooler,name,network_1
high schooler,grade,network_1
friend,student id,network_1
friend,friend id,network_1
likes,student id,network_1
likes,liked id,network_1
poker player,poker player id,poker_player
poker player,people id,poker_player
poker player,final table made,poker_player
poker player,best finish,poker_player
poker player,money rank,poker_player
poker player,earnings,poker_player
people,people id,poker_player
people,nationality,poker_player
people,name,poker_player
people,birth date,poker_player
people,height,poker_player
program,program id,program_share
program,name,program_share
program,origin,program_share
program,launch,program_share
program,owner,program_share
channel,channel id,program_share
channel,name,program_share
channel,owner,program_share
channel,share in percent,program_share
channel,rating in percent,program_share
broadcast,channel id,program_share
broadcast,program id,program_share
broadcast,time of day,program_share
broadcast share,channel id,program_share
broadcast share,program id,program_share
broadcast share,date,program_share
broadcast share,share in percent,program_share
pilot,pilot id,aircraft
pilot,name,aircraft
pilot,age,aircraft
aircraft,aircraft id,aircraft
aircraft,aircraft,aircraft
aircraft,description,aircraft
aircraft,max gross weight,aircraft
aircraft,total disk area,aircraft
aircraft,max disk loading,aircraft
match,round,aircraft
match,location,aircraft
match,country,aircraft
match,date,aircraft
match,fastest qualifying,aircraft
match,winning pilot,aircraft
match,winning aircraft,aircraft
airport,airport id,aircraft
airport,airport name,aircraft
airport,total passengers,aircraft
airport,% change 2007,aircraft
airport,international passengers,aircraft
airport,domestic passengers,aircraft
airport,transit passengers,aircraft
airport,aircraft movements,aircraft
airport,freight metric tonnes,aircraft
airport aircraft,id,aircraft
airport aircraft,airport id,aircraft
airport aircraft,aircraft id,aircraft
student,student id,restaurant_1
student,last name,restaurant_1
student,first name,restaurant_1
student,age,restaurant_1
student,sex,restaurant_1
student,major,restaurant_1
student,advisor,restaurant_1
student,city code,restaurant_1
restaurant,restaurant id,restaurant_1
restaurant,restaurant name,restaurant_1
restaurant,address,restaurant_1
restaurant,rating,restaurant_1
type of restaurant,restaurant id,restaurant_1
type of restaurant,restaurant type id,restaurant_1
restaurant type,restaurant type id,restaurant_1
restaurant type,restaurant type name,restaurant_1
restaurant type,restaurant type description,restaurant_1
visits restaurant,student id,restaurant_1
visits restaurant,restaurant id,restaurant_1
visits restaurant,time,restaurant_1
visits restaurant,spent,restaurant_1
customers,customer id,customers_and_invoices
customers,customer first name,customers_and_invoices
customers,customer middle initial,customers_and_invoices
customers,customer last name,customers_and_invoices
customers,gender,customers_and_invoices
customers,email address,customers_and_invoices
customers,login name,customers_and_invoices
customers,login password,customers_and_invoices
customers,phone number,customers_and_invoices
customers,town city,customers_and_invoices
customers,state county province,customers_and_invoices
customers,country,customers_and_invoices
orders,order id,customers_and_invoices
orders,customer id,customers_and_invoices
orders,date order placed,customers_and_invoices
orders,order details,customers_and_invoices
invoices,invoice number,customers_and_invoices
invoices,order id,customers_and_invoices
invoices,invoice date,customers_and_invoices
accounts,account id,customers_and_invoices
accounts,customer id,customers_and_invoices
accounts,date account opened,customers_and_invoices
accounts,account name,customers_and_invoices
accounts,other account details,customers_and_invoices
product categories,production type code,customers_and_invoices
product categories,product type description,customers_and_invoices
product categories,vat rating,customers_and_invoices
products,product id,customers_and_invoices
products,parent product id,customers_and_invoices
products,production type code,customers_and_invoices
products,unit price,customers_and_invoices
products,product name,customers_and_invoices
products,product color,customers_and_invoices
products,product size,customers_and_invoices
financial transactions,transaction id,customers_and_invoices
financial transactions,account id,customers_and_invoices
financial transactions,invoice number,customers_and_invoices
financial transactions,transaction type,customers_and_invoices
financial transactions,transaction date,customers_and_invoices
financial transactions,transaction amount,customers_and_invoices
financial transactions,transaction comment,customers_and_invoices
financial transactions,other transaction details,customers_and_invoices
order items,order item id,customers_and_invoices
order items,order id,customers_and_invoices
order items,product id,customers_and_invoices
order items,product quantity,customers_and_invoices
order items,other order item details,customers_and_invoices
invoice line items,order item id,customers_and_invoices
invoice line items,invoice number,customers_and_invoices
invoice line items,product id,customers_and_invoices
invoice line items,product title,customers_and_invoices
invoice line items,product quantity,customers_and_invoices
invoice line items,product price,customers_and_invoices
invoice line items,derived product cost,customers_and_invoices
invoice line items,derived vat payable,customers_and_invoices
invoice line items,derived total cost,customers_and_invoices
customers,customer id,insurance_and_eClaims
customers,customer details,insurance_and_eClaims
staff,staff id,insurance_and_eClaims
staff,staff details,insurance_and_eClaims
policies,policy id,insurance_and_eClaims
policies,customer id,insurance_and_eClaims
policies,policy type code,insurance_and_eClaims
policies,start date,insurance_and_eClaims
policies,end date,insurance_and_eClaims
claim headers,claim header id,insurance_and_eClaims
claim headers,claim status code,insurance_and_eClaims
claim headers,claim type code,insurance_and_eClaims
claim headers,policy id,insurance_and_eClaims
claim headers,date of claim,insurance_and_eClaims
claim headers,date of settlement,insurance_and_eClaims
claim headers,amount claimed,insurance_and_eClaims
claim headers,amount piad,insurance_and_eClaims
claims documents,claim id,insurance_and_eClaims
claims documents,document type code,insurance_and_eClaims
claims documents,created by staff id,insurance_and_eClaims
claims documents,created date,insurance_and_eClaims
claims processing stages,claim stage id,insurance_and_eClaims
claims processing stages,next claim stage id,insurance_and_eClaims
claims processing stages,claim status name,insurance_and_eClaims
claims processing stages,claim status description,insurance_and_eClaims
claims processing,claim processing id,insurance_and_eClaims
claims processing,claim id,insurance_and_eClaims
claims processing,claim outcome code,insurance_and_eClaims
claims processing,claim stage id,insurance_and_eClaims
claims processing,staff id,insurance_and_eClaims
class,class code,college_1
class,course code,college_1
class,class section,college_1
class,class time,college_1
class,class room,college_1
class,professor employee number,college_1
course,course code,college_1
course,department code,college_1
course,course description,college_1
course,course credit,college_1
department,department code,college_1
department,department name,college_1
department,school code,college_1
department,employee number,college_1
department,department address,college_1
department,department extension,college_1
employee,employee number,college_1
employee,employee last name,college_1
employee,employee first name,college_1
employee,employee initial,college_1
employee,employee job code,college_1
employee,employee hire date,college_1
employee,employee date of birth,college_1
enroll,class code,college_1
enroll,student number,college_1
enroll,enroll grade,college_1
professor,employee number,college_1
professor,department code,college_1
professor,professor office,college_1
professor,professor extension,college_1
professor,professor high degree,college_1
student,student num,college_1
student,student last name,college_1
student,student first name,college_1
student,student init,college_1
student,student date of birth,college_1
student,student class hours took,college_1
student,student class,college_1
student,student gpa,college_1
student,student transfer,college_1
student,department code,college_1
student,student phone,college_1
student,professor number,college_1
customer master index,master customer id,local_govt_mdm
customer master index,cmi details,local_govt_mdm
cmi cross references,cmi cross reference id,local_govt_mdm
cmi cross references,master customer id,local_govt_mdm
cmi cross references,source system code,local_govt_mdm
council tax,council tax id,local_govt_mdm
council tax,cmi cross reference id,local_govt_mdm
business rates,business rates id,local_govt_mdm
business rates,cmi cross reference id,local_govt_mdm
benefits overpayments,council tax id,local_govt_mdm
benefits overpayments,cmi cross ref id,local_govt_mdm
parking fines,council tax id,local_govt_mdm
parking fines,cmi cross reference id,local_govt_mdm
rent arrears,council tax id,local_govt_mdm
rent arrears,cmi cross reference id,local_govt_mdm
electoral register,electoral register id,local_govt_mdm
electoral register,cmi cross reference id,local_govt_mdm
publication,publication id,book_2
publication,book id,book_2
publication,publisher,book_2
publication,publication date,book_2
publication,price,book_2
book,book id,book_2
book,title,book_2
book,issues,book_2
book,writer,book_2
regions,region id,hr_1
regions,region name,hr_1
countries,country id,hr_1
countries,country name,hr_1
countries,region id,hr_1
departments,department id,hr_1
departments,department name,hr_1
departments,manager id,hr_1
departments,location id,hr_1
jobs,job id,hr_1
jobs,job title,hr_1
jobs,min salary,hr_1
jobs,max salary,hr_1
employees,employee id,hr_1
employees,first name,hr_1
employees,last name,hr_1
employees,email,hr_1
employees,phone number,hr_1
employees,hire date,hr_1
employees,job id,hr_1
employees,salary,hr_1
employees,commission pct,hr_1
employees,manager id,hr_1
employees,department id,hr_1
job history,employee id,hr_1
job history,start date,hr_1
job history,end date,hr_1
job history,job id,hr_1
job history,department id,hr_1
locations,location id,hr_1
locations,street address,hr_1
locations,postal code,hr_1
locations,city,hr_1
locations,state province,hr_1
locations,country id,hr_1
player attributes,id,soccer_1
player attributes,player fifa api id,soccer_1
player attributes,player api id,soccer_1
player attributes,date,soccer_1
player attributes,overall rating,soccer_1
player attributes,potential,soccer_1
player attributes,preferred foot,soccer_1
player attributes,attacking work rate,soccer_1
player attributes,defensive work rate,soccer_1
player attributes,crossing,soccer_1
player attributes,finishing,soccer_1
player attributes,heading accuracy,soccer_1
player attributes,short passing,soccer_1
player attributes,volleys,soccer_1
player attributes,dribbling,soccer_1
player attributes,curve,soccer_1
player attributes,free kick accuracy,soccer_1
player attributes,long passing,soccer_1
player attributes,ball control,soccer_1
player attributes,acceleration,soccer_1
player attributes,sprint speed,soccer_1
player attributes,agility,soccer_1
player attributes,reactions,soccer_1
player attributes,balance,soccer_1
player attributes,shot power,soccer_1
player attributes,jumping,soccer_1
player attributes,stamina,soccer_1
player attributes,strength,soccer_1
player attributes,long shots,soccer_1
player attributes,aggression,soccer_1
player attributes,interceptions,soccer_1
player attributes,positioning,soccer_1
player attributes,vision,soccer_1
player attributes,penalties,soccer_1
player attributes,marking,soccer_1
player attributes,standing tackle,soccer_1
player attributes,sliding tackle,soccer_1
player attributes,gk diving,soccer_1
player attributes,gk handling,soccer_1
player attributes,gk kicking,soccer_1
player attributes,gk positioning,soccer_1
player attributes,gk reflexes,soccer_1
sqlite sequence,name,soccer_1
sqlite sequence,seq,soccer_1
player,id,soccer_1
player,player api id,soccer_1
player,player name,soccer_1
player,player fifa api id,soccer_1
player,birthday,soccer_1
player,height,soccer_1
player,weight,soccer_1
league,id,soccer_1
league,country id,soccer_1
league,name,soccer_1
country,id,soccer_1
country,name,soccer_1
team,id,soccer_1
team,team api id,soccer_1
team,team fifa api id,soccer_1
team,team long name,soccer_1
team,team short name,soccer_1
team attributes,id,soccer_1
team attributes,team fifa api id,soccer_1
team attributes,team api id,soccer_1
team attributes,date,soccer_1
team attributes,buildup play speed,soccer_1
team attributes,buildup play speed class,soccer_1
team attributes,buildup play dribbling,soccer_1
team attributes,buildup play dribbling class,soccer_1
team attributes,buildup play passing,soccer_1
team attributes,buildup play passing class,soccer_1
team attributes,buildup play positioning class,soccer_1
team attributes,chance creation passing,soccer_1
team attributes,chance creation passing class,soccer_1
team attributes,chance creation crossing,soccer_1
team attributes,chance creation crossing class,soccer_1
team attributes,chance creation shooting,soccer_1
team attributes,chance creation shooting class,soccer_1
team attributes,chance creation positioning class,soccer_1
team attributes,defence pressure,soccer_1
team attributes,defence pressure class,soccer_1
team attributes,defence aggression,soccer_1
team attributes,defence aggression class,soccer_1
team attributes,defence team width,soccer_1
team attributes,defence team width class,soccer_1
team attributes,defence defender line class,soccer_1
actor,actor id,sakila_1
actor,first name,sakila_1
actor,last name,sakila_1
actor,last update,sakila_1
address,address id,sakila_1
address,address,sakila_1
address,address2,sakila_1
address,district,sakila_1
address,city id,sakila_1
address,postal code,sakila_1
address,phone,sakila_1
address,last update,sakila_1
category,category id,sakila_1
category,name,sakila_1
category,last update,sakila_1
city,city id,sakila_1
city,city,sakila_1
city,country id,sakila_1
city,last update,sakila_1
country,country id,sakila_1
country,country,sakila_1
country,last update,sakila_1
customer,customer id,sakila_1
customer,store id,sakila_1
customer,first name,sakila_1
customer,last name,sakila_1
customer,email,sakila_1
customer,address id,sakila_1
customer,active,sakila_1
customer,create date,sakila_1
customer,last update,sakila_1
film,film id,sakila_1
film,title,sakila_1
film,description,sakila_1
film,release year,sakila_1
film,language id,sakila_1
film,original language id,sakila_1
film,rental duration,sakila_1
film,rental rate,sakila_1
film,length,sakila_1
film,replacement cost,sakila_1
film,rating,sakila_1
film,special features,sakila_1
film,last update,sakila_1
film actor,actor id,sakila_1
film actor,film id,sakila_1
film actor,last update,sakila_1
film category,film id,sakila_1
film category,category id,sakila_1
film category,last update,sakila_1
film text,film id,sakila_1
film text,title,sakila_1
film text,description,sakila_1
inventory,inventory id,sakila_1
inventory,film id,sakila_1
inventory,store id,sakila_1
inventory,last update,sakila_1
language,language id,sakila_1
language,name,sakila_1
language,last update,sakila_1
payment,payment id,sakila_1
payment,customer id,sakila_1
payment,staff id,sakila_1
