TABLE_NAME,TABLE_SCORE,COLUMN_NAME,COLUMN_SCORE,MODEL,DATABASE_NAME
ship,N1,tonnage,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,ship_mission
buildings,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
buildings,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
buildings,N1,city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
buildings,N1,height,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
buildings,N1,stories,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
buildings,N1,status,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
companies,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
companies,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
companies,N1,headquarters,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
companies,N1,industry,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
companies,N1,sales billion,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
companies,N1,profits billion,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
companies,N1,assets billion,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
companies,N1,market value billion,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
office locations,N1,building id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
office locations,N1,company id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
office locations,N1,move in year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,company_office
problem category codes,N1,problem category code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problem category codes,N1,problem category description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problem log,N1,problem log id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problem log,N1,assigned to staff id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problem log,N1,problem id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problem log,N1,problem category code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problem log,N1,problem status code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problem log,N1,log entry date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problem log,N1,log entry description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problem log,N1,log entry fix,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problem log,N1,other log details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problem status codes,N1,problem status code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problem status codes,N1,problem status description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
product,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
product,N1,product name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
product,N1,product details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
staff,N1,staff id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
staff,N1,staff first name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
staff,N1,staff last name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
staff,N1,other staff details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problems,N1,problem id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problems,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problems,N1,closure authorised by staff id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problems,N1,reported by staff id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problems,N1,date problem reported,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problems,N1,date problem closed,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problems,N1,problem description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
problems,N1,other problem details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,tracking_software_problems
reference characteristic types,N1,characteristic type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
reference characteristic types,N1,characteristic type description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
reference colors,N1,color code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
reference colors,N1,color description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
reference product categories,N1,product category code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
reference product categories,N1,product category description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
reference product categories,N1,unit of measure,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
characteristics,N1,characteristic id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
characteristics,N1,characteristic type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
characteristics,N1,characteristic data type,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
characteristics,N1,characteristic name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
characteristics,N1,other characteristic details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
products,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
products,N1,color code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
products,N1,product category code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
products,N1,product name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
products,N1,typical buying price,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
products,N1,typical selling price,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
products,N1,product description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
products,N1,other product details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
product characteristics,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
product characteristics,N1,characteristic id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
product characteristics,N1,product characteristic value,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_gen_characteristics
shop,N3,shop id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
shop,N3,address,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
shop,N3,num of staff,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
shop,N3,score,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
shop,N3,open year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
member,N1,member id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
member,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
member,N1,membership card,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
member,N1,age,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
member,N1,time of purchase,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
member,N1,level of membership,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
member,N1,address,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
happy hour,N1,hh id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
happy hour,N1,shop id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
happy hour,N1,month,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
happy hour,N1,num of shaff in charge,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
happy hour member,N1,hh id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
happy hour member,N1,member id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
happy hour member,N1,total amount,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,coffee_shop
player,N1,player id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
player,N1,sponsor name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
player,N1,player name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
player,N1,gender,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
player,N1,residence,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
player,N1,occupation,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
player,N1,votes,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
player,N1,rank,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
club,N1,club id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
club,N1,club name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
club,N1,region,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
club,N1,start year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
coach,N1,coach id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
coach,N1,player name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
coach,N1,gender,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
coach,N1,club id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
coach,N1,rank,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
player coach,N1,player id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
player coach,N1,coach id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
player coach,N1,starting year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
match result,N1,rank,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
match result,N1,club id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
match result,N1,gold,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
match result,N1,big silver,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
match result,N1,small silver,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
match result,N1,bronze,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
match result,N1,points,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,riding_club
accounts,N1,account id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
accounts,N1,customer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
accounts,N1,account name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
accounts,N1,other account details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers,N1,customer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers,N1,customer first name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers,N1,customer last name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers,N1,customer address,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers,N1,customer phone,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers,N1,customer email,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers,N1,other customer details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers cards,N1,card id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers cards,N1,customer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers cards,N1,card type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers cards,N1,card number,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers cards,N1,date valid from,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers cards,N1,date valid to,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
customers cards,N1,other card details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
financial transactions,N1,transaction id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
financial transactions,N1,previous transaction id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
financial transactions,N1,account id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
financial transactions,N1,card id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
financial transactions,N1,transaction type,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
financial transactions,N1,transaction date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
financial transactions,N1,transaction amount,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
financial transactions,N1,transaction comment,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
financial transactions,N1,other transaction details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,customers_card_transactions
county public safety,N1,county id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
county public safety,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
county public safety,N1,population,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
county public safety,N1,police officers,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
county public safety,N1,residents per officer,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
county public safety,N1,case burden,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
county public safety,N1,crime rate,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
county public safety,N1,police force,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
county public safety,N1,location,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
city,N1,city id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
city,N1,county id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
city,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
city,N1,white,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
city,N1,black,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
city,N1,amerindian,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
city,N1,asian,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
city,N1,multiracial,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
city,N1,hispanic,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,county_public_safety
member,N1,member id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,performance_attendance
member,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,performance_attendance
member,N1,nationality,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,performance_attendance
member,N1,role,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,performance_attendance
performance,N1,performance id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,performance_attendance
performance,N1,date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,performance_attendance
performance,N1,host,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,performance_attendance
performance,N1,location,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,performance_attendance
performance,N1,attendance,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,performance_attendance
member attendance,N1,member id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,performance_attendance
member attendance,N1,performance id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,performance_attendance
member attendance,N1,num of pieces,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,performance_attendance
student,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
student,N1,last name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
student,N1,first name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
student,N1,age,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
student,N1,sex,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
student,N1,major,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
student,N1,advisor,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
student,N1,city code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
club,N1,club id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
club,N1,club name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
club,N1,club description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
club,N1,club location,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
member of club,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
member of club,N1,club id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
member of club,N1,position,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,club_1
singer,N1,singer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,singer
singer,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,singer
singer,N1,birth year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,singer
singer,N1,net worth millions,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,singer
singer,N1,citizenship,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,singer
song,N1,song id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,singer
song,N1,title,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,singer
song,N1,singer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,singer
song,N1,sales,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,singer
song,N1,highest position,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,singer
book club,N1,book club id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
book club,N1,year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
book club,N1,author or editor,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
book club,N1,book title,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
book club,N1,publisher,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
book club,N1,category,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
book club,N1,result,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
movie,N1,movie id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
movie,N1,title,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
movie,N1,year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
movie,N1,director,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
movie,N1,budget million,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
movie,N1,gross worldwide,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
culture company,N1,company name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
culture company,N1,type,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
culture company,N1,incorporated in,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
culture company,N1,group equity shareholding,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
culture company,N1,book club id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
culture company,N1,movie id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,culture_company
reference template types,N1,template type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
reference template types,N1,template type description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
templates,N1,template id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
templates,N1,version number,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
templates,N1,template type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
templates,N1,date effective from,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
templates,N1,date effective to,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
templates,N1,template details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
documents,N1,document id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
documents,N1,template id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
documents,N1,document name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
documents,N1,document description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
documents,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
paragraphs,N1,paragraph id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
paragraphs,N1,document id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
paragraphs,N1,paragraph text,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
paragraphs,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cre_Doc_Template_Mgt
musical,N1,musical id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,musical
musical,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,musical
musical,N1,year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,musical
musical,N1,award,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,musical
musical,N1,category,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,musical
musical,N1,nominee,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,musical
musical,N1,result,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,musical
actor,N1,actor id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,musical
actor,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,musical
actor,N1,musical id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,musical
actor,N1,character,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,musical
actor,N1,duration,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,musical
actor,N1,age,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,musical
city,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
city,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
city,N1,country code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
city,N1,district,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
city,N1,population,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
sqlite sequence,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
sqlite sequence,N1,seq,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,continent,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,region,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,surface area,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,indepdent year,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,population,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,life expectancy,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,gnp,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,gnp old,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,local name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,government form,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,head of state,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,capital,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
country,N1,code2,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
countrylanguage,N1,countrycode,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
countrylanguage,N1,language,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
countrylanguage,N1,is official,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
countrylanguage,N1,percentage,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,world_1
device,N1,device id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
device,N1,device,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
device,N1,carrier,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
device,N1,package version,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
device,N1,applications,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
device,N1,software platform,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
shop,N3,shop id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
shop,N3,shop name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
shop,N3,location,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
shop,N3,open date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
shop,N3,open year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
stock,N1,shop id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
stock,N1,device id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,device
