Database,Table,Column,score
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,MacroInvert_DPL,40.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,DataAccessLevel,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,RhithronSiteName,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,tbl_BenthicLabMetadata_Sample_ID,90.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,tbl_BenthicLabMetadata_Lab,95.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Sample_Date_Collected,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,tbl_BenthicLabMetadata_Sample_Client_ID,90.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Sample_Collection_Procedure ID,95.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Date_Added,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Update_Date,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Update_History,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Benthos_SampleType,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Benthos_SampleArea_m2,90.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,BENTHOS_TotalAreaSampled_m2,90.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Comments,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Sample_STORET_Station_ID,70.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Sample_Station_Name,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Group,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Metric,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Value,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Richness,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Proportion,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,Rating,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,SummaryParameter,100.0
MacroInvertebrates,SUMMARY_Benthos_MetricsStacked_Events,SSMA_TimeStamp,50.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,ROMN_OTU,20.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,ROMN_Short_Name,50.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,ROMN_OTU_TSN,20.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,Family,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,Order,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,Subclass,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,Class,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,Subphylum,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,Phylum,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,FFG,10.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,RAI_Tolerance_Value,30.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,Temp_Preference,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,FSBI,20.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,Metals,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,Date_Added,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,Update_Date,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,Update_History,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_Only,Comments,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,ROMN_OTU,20.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,ROMN_Short_Name,70.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,ROMN_OTU_TSN,20.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Lab_ID_Rhithron,95.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,TaxonRhithron,85.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,TSN,20.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Family,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Order,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Subclass,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Class,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Subphylum,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Phylum,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,FFG,20.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,RAI_Tolerance_Value,40.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Temp_Preference,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,FSBI,20.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Metals,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Date_Added,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Update_Date,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Update_History,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Reference_Collection,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,Collection_Location,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,CommentsROMN,40.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,CommentsRhithron,100.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,CommentsRhithronXROMN,60.0
MacroInvertebrates,SUMMARY_Benthos_Taxa_List_ROMN_w_Rhithron,SSMA_TimeStamp,50.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,EventName,100.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,MacroInvert_DPL,60.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,DataAccessLevel,100.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,RhithronSiteName,100.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,Sample_ID,95.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,Lab,100.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,Sample_Date_Collected,100.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,tbl_BenthicLabMetadata_Sample_Client_ID,90.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,Sample_Collection_Procedure ID,95.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,Date_Added,100.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,Update_Date,100.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,Update_History,100.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,Benthos_SampleType,100.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,Benthos_SampleArea_m2,95.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,BENTHOS_TotalAreaSampled_m2,95.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,Comments,100.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,O_P_5,15.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,E_P_5,15.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,OE_P_5,15.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,BC_P_5,15.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,O_P_0,15.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,E_P_0,15.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,OE_P_0,15.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,BC_P_0,15.0
MacroInvertebrates,SUMMARY_BenthosOE_Events,SSMA_TimeStamp,50.0
MacroInvertebrates,tbl_Benthic_MMI_OE,Lab,100.0
MacroInvertebrates,tbl_Benthic_MMI_OE,Sample_ID,95.0
MacroInvertebrates,tbl_Benthic_MMI_OE,Sample_STORET_Station_ID,70.0
MacroInvertebrates,tbl_Benthic_MMI_OE,WaterbodyName,100.0
MacroInvertebrates,tbl_Benthic_MMI_OE,Sample_Client_ID,95.0
MacroInvertebrates,tbl_Benthic_MMI_OE,BenSampID,80.0
MacroInvertebrates,tbl_Benthic_MMI_OE,SiteClass,100.0
MacroInvertebrates,tbl_Benthic_MMI_OE,CollDate,80.0
MacroInvertebrates,tbl_Benthic_MMI_OE,CollMeth,70.0
MacroInvertebrates,tbl_Benthic_MMI_OE,Lat_Dec,50.0
MacroInvertebrates,tbl_Benthic_MMI_OE,Long_Dec,50.0
MacroInvertebrates,tbl_Benthic_MMI_OE,TotalInd,60.0
MacroInvertebrates,tbl_Benthic_MMI_OE,EphemTax,40.0
MacroInvertebrates,tbl_Benthic_MMI_OE,EphemTaxScM,30.0
MacroInvertebrates,tbl_Benthic_MMI_OE,PlecTax,30.0
MacroInvertebrates,tbl_Benthic_MMI_OE,PlecTaxScM,25.0
MacroInvertebrates,tbl_Benthic_MMI_OE,EPTPct,25.0
MacroInvertebrates,tbl_Benthic_MMI_OE,EPTPctScM,25.0
MacroInvertebrates,tbl_Benthic_MMI_OE,MtnIndex,35.0
MacroInvertebrates,tbl_Benthic_MMI_OE,NonInsPct,30.0
MacroInvertebrates,tbl_Benthic_MMI_OE,NonInsPctScM,30.0
MacroInvertebrates,tbl_Benthic_MMI_OE,PredPctM,30.0
MacroInvertebrates,tbl_Benthic_MMI_OE,PredPctScM,30.0
MacroInvertebrates,tbl_Benthic_MMI_OE,BrrwrTaxPct,45.0
MacroInvertebrates,tbl_Benthic_MMI_OE,BrrwrTaxPctScM,45.0
MacroInvertebrates,tbl_Benthic_MMI_OE,HBI,20.0
MacroInvertebrates,tbl_Benthic_MMI_OE,HBIScM,20.0
MacroInvertebrates,tbl_Benthic_MMI_OE,EPTTax,20.0
MacroInvertebrates,tbl_Benthic_MMI_OE,EPTTaxScP,25.0
MacroInvertebrates,tbl_Benthic_MMI_OE,PlainsIndex,100.0
MacroInvertebrates,tbl_Benthic_MMI_OE,TanypodPct,40.0
MacroInvertebrates,tbl_Benthic_MMI_OE,TanypodPctScP,40.0
MacroInvertebrates,tbl_Benthic_MMI_OE,Orth2MidgPct,35.0
MacroInvertebrates,tbl_Benthic_MMI_OE,Orth2MidgPctScP,35.0
MacroInvertebrates,tbl_Benthic_MMI_OE,PredatorTax,80.0
MacroInvertebrates,tbl_Benthic_MMI_OE,PredatorTaxScP,70.0
MacroInvertebrates,tbl_Benthic_MMI_OE,FiltCollPct,60.0
MacroInvertebrates,tbl_Benthic_MMI_OE,FiltCollPctScP,55.0
MacroInvertebrates,tbl_Benthic_MMI_OE,EPTnoHBPct,25.0
MacroInvertebrates,tbl_Benthic_MMI_OE,EPTnoHBPctScLV,20.0
MacroInvertebrates,tbl_Benthic_MMI_OE,MidgePct,40.0
MacroInvertebrates,tbl_Benthic_MMI_OE,MidgePctScLV,35.0
MacroInvertebrates,tbl_Benthic_MMI_OE,LowValIndex,80.0
MacroInvertebrates,tbl_Benthic_MMI_OE,CrusMolPct,45.0
MacroInvertebrates,tbl_Benthic_MMI_OE,CrusMolPctScLV,40.0
MacroInvertebrates,tbl_Benthic_MMI_OE,ShredderTax,80.0
MacroInvertebrates,tbl_Benthic_MMI_OE,ShredderTaxScLV,65.0
MacroInvertebrates,tbl_Benthic_MMI_OE,PredPctLV,40.0
MacroInvertebrates,tbl_Benthic_MMI_OE,PredPctScLV,35.0
MacroInvertebrates,tbl_Benthic_MMI_OE,ModelTest,100.0
MacroInvertebrates,tbl_Benthic_MMI_OE,tbl_Benthic_MMI_OE_OE_P_5,60.0
MacroInvertebrates,tbl_Benthic_MMI_OE,TotalBugs,100.0
MacroInvertebrates,tbl_Benthic_MMI_OE,BC,20.0
MacroInvertebrates,tbl_Benthic_MMI_OE,O_P_5,20.0
MacroInvertebrates,tbl_Benthic_MMI_OE,E_P_5,20.0
MacroInvertebrates,tbl_Benthic_MMI_OE,IMPORT_benthos_OE_OE_P_5,30.0
MacroInvertebrates,tbl_Benthic_MMI_OE,BC_P_5,20.0
MacroInvertebrates,tbl_Benthic_MMI_OE,O_P_0,20.0
MacroInvertebrates,tbl_Benthic_MMI_OE,E_P_0,20.0
MacroInvertebrates,tbl_Benthic_MMI_OE,OE_P_0,20.0
MacroInvertebrates,tbl_Benthic_MMI_OE,BC_P_0,20.0
MacroInvertebrates,tbl_Benthic_MMI_OE,SSMA_TimeStamp,50.0
MacroInvertebrates,tbl_BenthicLabMetadata,EventName,100.0
MacroInvertebrates,tbl_BenthicLabMetadata,MacroInvert_DPL,60.0
MacroInvertebrates,tbl_BenthicLabMetadata,DataAccessLevel,100.0
MacroInvertebrates,tbl_BenthicLabMetadata,RhithronSiteName,100.0
MacroInvertebrates,tbl_BenthicLabMetadata,Sample_ID,95.0
MacroInvertebrates,tbl_BenthicLabMetadata,Lab,100.0
MacroInvertebrates,tbl_BenthicLabMetadata,Sample_Date_Collected,100.0
MacroInvertebrates,tbl_BenthicLabMetadata,Sample_Client_ID,95.0
MacroInvertebrates,tbl_BenthicLabMetadata,Sample_Collection_Procedure ID,95.0
MacroInvertebrates,tbl_BenthicLabMetadata,Date_Added,100.0
MacroInvertebrates,tbl_BenthicLabMetadata,Update_Date,100.0
MacroInvertebrates,tbl_BenthicLabMetadata,Update_History,100.0
MacroInvertebrates,tbl_BenthicLabMetadata,Benthos_SampleType,100.0
MacroInvertebrates,tbl_BenthicLabMetadata,Benthos_SampleArea_m2,90.0
MacroInvertebrates,tbl_BenthicLabMetadata,BENTHOS_TotalAreaSampled_m2,90.0
MacroInvertebrates,tbl_BenthicLabMetadata,Comments,100.0
MacroInvertebrates,tbl_BenthicLabMetadata,SSMA_TimeStamp,50.0
MacroInvertebrates,tbl_BenthicLabResults,Results_ID,95.0
MacroInvertebrates,tbl_BenthicLabResults,Sample_ID,95.0
MacroInvertebrates,tbl_BenthicLabResults,Current_Lab_ID,95.0
MacroInvertebrates,tbl_BenthicLabResults,Current_ROMN_OTU_ID,60.0
MacroInvertebrates,tbl_BenthicLabResults,Original_Lab_Taxon,80.0
MacroInvertebrates,tbl_BenthicLabResults,Original_ROMN_OTU,60.0
MacroInvertebrates,tbl_BenthicLabResults,Life_Stage,100.0
MacroInvertebrates,tbl_BenthicLabResults,Qualifier,100.0
MacroInvertebrates,tbl_BenthicLabResults,Unique,100.0
MacroInvertebrates,tbl_BenthicLabResults,SumOfCount,100.0
MacroInvertebrates,tbl_BenthicLabResults,Large/Rare,100.0
MacroInvertebrates,tbl_BenthicLabResults,ProportionOfSampleUsed,100.0
MacroInvertebrates,tbl_BenthicLabResults,Date_Added,100.0
MacroInvertebrates,tbl_BenthicLabResults,Update_Date,100.0
MacroInvertebrates,tbl_BenthicLabResults,Update_History,100.0
MacroInvertebrates,tbl_BenthicLabResults,Comments,100.0
MacroInvertebrates,tbl_BenthicLabResults,SSMA_TimeStamp,50.0
MacroInvertebrates,tbl_BenthicMetrics,Lab,100.0
MacroInvertebrates,tbl_BenthicMetrics,Sample_ID,95.0
MacroInvertebrates,tbl_BenthicMetrics,Sample_STORET_Station_ID,80.0
MacroInvertebrates,tbl_BenthicMetrics,Sample_Station_Name,100.0
MacroInvertebrates,tbl_BenthicMetrics,Sample_Client_ID,95.0
MacroInvertebrates,tbl_BenthicMetrics,Group,100.0
MacroInvertebrates,tbl_BenthicMetrics,Metric,100.0
MacroInvertebrates,tbl_BenthicMetrics,Value,100.0
MacroInvertebrates,tbl_BenthicMetrics,Richness,100.0
MacroInvertebrates,tbl_BenthicMetrics,Proportion,100.0
MacroInvertebrates,tbl_BenthicMetrics,Rating,100.0
MacroInvertebrates,tbl_BenthicMetrics,SummaryParameter,100.0
MacroInvertebrates,tbl_BenthicMetrics,SSMA_TimeStamp,50.0
MacroInvertebrates,tbl_BenthicSpeciesReferenceSlides,Slide_Position,100.0
MacroInvertebrates,tbl_BenthicSpeciesReferenceSlides,Lab_ID,95.0
MacroInvertebrates,tbl_BenthicSpeciesReferenceSlides,Original_Lab_Taxon,80.0
MacroInvertebrates,tbl_BenthicSpeciesReferenceSlides,Life_Stage,100.0
MacroInvertebrates,tbl_BenthicSpeciesReferenceSlides,Comments,100.0
MacroInvertebrates,tbl_BenthicSpeciesReferenceSlides,SSMA_TimeStamp,50.0
MacroInvertebrates,tbl_BenthicSpeciesReferenceVials,Vial_Position,100.0
MacroInvertebrates,tbl_BenthicSpeciesReferenceVials,Lab_ID,95.0
MacroInvertebrates,tbl_BenthicSpeciesReferenceVials,Original_Lab_Taxon,80.0
MacroInvertebrates,tbl_BenthicSpeciesReferenceVials,Life_Stage,100.0
MacroInvertebrates,tbl_BenthicSpeciesReferenceVials,Comments,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXBioData,ID,90.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXBioData,Lab_ID,95.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXBioData,BioData_ID,95.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXBioData,Date_Added,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXBioData,Update_Date,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXBioData,Update_History,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXBioData,Comments,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,ID,90.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,Lab_ID,95.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,TSN,20.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,Lab_ID_Previous,95.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,ROMN_OTU_ID,25.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,ROMN_OTU_TSN,25.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,ROMN_OTU_ID_Previous,30.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,Crosswalk_Notes,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,Crosswalk_Initial_Year,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,MT_MMI_OTU,20.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,MT_RIVPACS_2006_OTU,40.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,MT_RIVPACS_2011_OTU,40.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,CO_MMI_OTU1,20.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,CO_MMI_OTU2,20.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,CO_MMI_OTU3,20.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,CO_RIVPACS_2009_OTU,40.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,Reference_Collection,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,Collection_Location,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,Collection_Notes,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,Date_Added,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,Update_Date,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,Update_History,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,Comments,100.0
MacroInvertebrates,tbl_BenthicSpeciesRhithronXROMN,SSMA_TimeStamp,50.0
MacroInvertebrates,tbl_BenthicSpeciesROMNXBioData,ID,90.0
MacroInvertebrates,tbl_BenthicSpeciesROMNXBioData,ROMN_OTU_ID,40.0
MacroInvertebrates,tbl_BenthicSpeciesROMNXBioData,BioData_ID,95.0
MacroInvertebrates,tbl_BenthicSpeciesROMNXBioData,Date_Added,100.0
MacroInvertebrates,tbl_BenthicSpeciesROMNXBioData,Update_Date,100.0
MacroInvertebrates,tbl_BenthicSpeciesROMNXBioData,Update_History,100.0
MacroInvertebrates,tbl_BenthicSpeciesROMNXBioData,Comments,100.0
MacroInvertebrates,tbl_Benthos_QAQC_Legacy,BenthosQAQCID,50.0
MacroInvertebrates,tbl_Benthos_QAQC_Legacy,EventName,100.0
MacroInvertebrates,tbl_Benthos_QAQC_Legacy,BnthQAQCSampleName,55.0
MacroInvertebrates,tbl_Benthos_QAQC_Legacy,NoTransectsSampled,100.0
MacroInvertebrates,tbl_Benthos_QAQC_Legacy,NoJars,100.0
MacroInvertebrates,tbl_Benthos_QAQC_Legacy,Comments,100.0
MacroInvertebrates,tbl_EventNameOld_Legacy,EventName,100.0
MacroInvertebrates,tbl_EventNameOld_Legacy,EventNameOld,100.0
MacroInvertebrates,tbl_EventNameOld_Legacy,DateNum,100.0
MacroInvertebrates,tbl_EventNameOld_Legacy,StartDate,100.0
MacroInvertebrates,tbl_EventNameOld_Legacy,SSMA_TimeStamp,50.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,EventQAQCRecordID,60.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,EventName,100.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,ROMNSampleName,60.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,LabQAQCSampleName,60.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,LabQAQCSampleType,60.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,EventQAQCComment,60.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,hasWaterEPA,80.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,hasWaterFLBS,60.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,hasWaterKiowa,100.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,hasWaterNRSA,60.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,hasWaterETC,60.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,hasPeriphyton_Metric,100.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,hasPeriphyton_DF,60.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,hasPeriphyton_ChlorAFDM,65.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,hasPeriphyton_ChlorAFDMQAQC,60.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,hasPeriphyton_MetricLoren_Legacy,80.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,hasBenthos_Metric,100.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,hasBenthos_MMI_OE,50.0
MacroInvertebrates,tbl_Events_LabQAQC_Legacy,SSMA_TimeStamp,50.0
MacroInvertebrates,tlu_BenthicFunctionalFeedingGroups,FFG,20.0
MacroInvertebrates,tlu_BenthicFunctionalFeedingGroups,Definition,100.0
MacroInvertebrates,tlu_BenthicFunctionalFeedingGroups,Review_Date,100.0
MacroInvertebrates,tlu_BenthicFunctionalFeedingGroups,Comments,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,BioData_ID,95.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,BiodataTaxonName,80.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,BiodataCommonName,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,BiodataShortName,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,BiodataTaxonProvisional,80.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,BiodataTaxonHybrid,80.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,PublishedTaxonName,80.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,PublishedTaxonAuthority,80.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,ITIS_TSN,20.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,ITIS_MatchCode,40.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,PublishedTaxonLevel,80.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,ScientificName,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Phylum,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Subphylum,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Superclass,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Class,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Subclass,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Infraclass,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Superorder,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Order,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Suborder,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Infraorder,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Superfamily,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Family,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Subfamily,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Tribe,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Genus,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Subgenus,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Species,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Subspecies,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Variety,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Form,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,TaxonVersionNumber,80.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Date_Added,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Update_Date,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Update_History,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,Comments,100.0
MacroInvertebrates,tlu_BenthicSpeciesBioData,SSMA_TimeStamp,50.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Lab_ID,95.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Taxon,80.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,TSN,20.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Family,100.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Order,100.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Subclass,100.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Class,100.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Subphylum,100.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Phylum,100.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,FFG,20.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,RAI_Tolerance_Value,50.0
MacroInvertebrates,tlu_BenthicSpeciesRhrithron,Temp_Preference,70.0
