text,category,label
SmtpServer,N2,1
orintsappr,N3,2
OBAL,N3,2
segment_7,N1,0
SubKeyId,N1,0
OBOB,N3,2
isdfportex,N3,2
SimpProc,N2,1
APH5,N3,2
payeetaxno,N2,1
EMSDIASTOLIC,N2,1
chancecreationcrossing,N1,0
FromDoc1Nu,N2,1
buis83_shape_index,N2,1
xmlfile,N2,1
UIVK,N3,2
objectc11,N3,2
transrowid,N2,1
Nurse,N1,0
daily_hire_cost,N1,0
comisfc,N3,2
surfacewater,N1,0
isdfntex,N3,2
DPRTYPE,N2,1
vatregno,N2,1
LSTPCHPRCE,N3,2
ISSUEMTHD,N2,1
stateprovince,N1,0
SCM2,N3,2
asian,N1,0
Date_Claim_Settled,N1,0
RENBVRACT,N3,2
WTaxSum,N2,1
dogs,N1,0
TRSEQOINM,N3,2
RTI3,N3,2
SpeciesNotes,N1,0
INITOBJCLASS,N2,1
TDSFee,N2,1
ACHO,N3,2
rturnngact,N2,1
SRCPATH,N1,0
tbl_stations_updates,N2,1
CTGRAXIS1,N2,1
RateFC,N2,1
itm12,N3,2
PORNAME,N2,1
SEX,N1,0
PayBnkBrnc,N2,1
streets,N2,1
iei12,N3,2
architect_id,N1,0
DOCQTY,N2,1
frgncntry,N2,1
TxInvRptDt,N2,1
DECOR,N1,0
MONTHMODE,N1,0
dpi15,N3,2
PrcName,N2,1
STTCURYR,N3,2
SL1Abs,N3,2
PRINTSUMS,N1,0
spcialdisc,N2,1
housctlkey,N2,1
UnpDpr,N3,2
plot,N1,0
RPD5,N3,2
SRCFIELDFC,N3,2
timezone,N1,0
adjtran,N2,1
rounddifsc,N2,1
so,N3,2
undovdiff,N2,1
OPOO,N3,2
CgstBAmt,N3,2
minutes,N1,0
VatSubjCod,N2,1
BANKBRANCH,N1,0
contresp,N2,1
lfbelt,N2,1
sortfield1,N1,0
UWO2,N3,2
issercode,N2,1
fnamesp,N2,1
osco,N3,2
DALTDPRTYP,N3,2
SNGRUNCAP,N2,1
OPYM,N3,2
CREW_MEMBERS,N1,0
SUSPMODS,N2,1
NumInBuy,N2,1
ADDRESS_ROAD,N1,0
ALLOWENCES,N1,0
CostVal5,N2,1
pretensionerid,N1,0
ISORCSTEXP,N3,2
SOLEBDATE,N2,1
ATTRVALUE,N2,1
MAXINDIFF,N2,1
Password,N1,0
RIN18,N3,2
OCIN,N3,2
Institution,N1,0
FaxNum,N2,1
onHldLimt,N2,1
VendorType,N1,0
laboritem,N1,0
VAT1FC,N3,2
openforlac,N2,1
phone_market,N1,0
CRASHCAT,N2,1
LOGNAME,N1,0
OSCP,N3,2
CorrType,N2,1
TOTAL_AMOUNT,N1,0
natureexp,N2,1
DeferTaxIn,N2,1
CFHID,N3,2
ACTIVITY_NAME,N1,0
CUnpaidBoE,N2,1
regtype,N2,1
EventNameOld,N1,0
PQT11,N3,2
CntCodNum,N2,1
ethnicity,N1,0
ExeByServ,N3,2
SYSTOTAL,N2,1
indexedobjectid,N1,0
races,N1,0
Table1,N1,0
user_chk3,N3,2
ADM1,N3,2
DBOBJVER,N2,1
csv4,N3,2
outcome,N1,0
VOTHCNTRBT,N3,2
lastpurdat,N2,1
tdsinterst,N2,1
OSSG,N3,2
TRTCODE,N2,1
ITLEntry,N2,1
crtdate,N2,1
basepaid,N1,0
dpttime,N2,1
CHECKBOX3,N1,0
manager_half,N1,0
CUSTMRDDCT,N2,1
ResType,N2,1
colour,N1,0
COGSOCRCOD,N2,1
sysrpttemp,N2,1
NEST_ID,N1,0
BIODATATAXONNAME,N2,1
CRTLINERFQ,N3,2
ACTBASELN,N2,1
PRIVJE,N3,2
TAXONEXBLS,N2,1
PERIOD,N1,0
UTX1,N3,2
hero_power,N1,0
wbdhu16_shape_index,N2,1
ogty,N3,2
EqPaidSC,N2,1
foreign_data,N1,0
LASTTRNSID,N2,1
EnUpdBAPln,N3,2
AGE,N1,0
WightInMG,N3,2
reserve,N1,0
CURRENCY_CODE,N1,0
NetValue,N1,0
RCRTYPE,N2,1
FeeLC,N2,1
LFTRACKPOS,N2,1
Asian,N1,0
PARENT_DOCUMENT_STRUCTURE_CODE,N1,0
ProcessOrder,N1,0
DPO11,N3,2
rundate,N1,0
FileCode2,N1,0
DetailsOW,N2,1
OEI24,N3,2
GK_DIVING,N2,1
PaperAuthor,N1,0
address_details,N1,0
rulings,N1,0
KEYSEG5,N3,2
CanYrTrnsf,N3,2
INSTRDESPT,N2,1
FAILEDLOG,N1,0
prof_high_degree,N2,1
OACS,N3,2
FULLNAME,N1,0
OHTR,N3,2
cfopout,N3,2
REPRESENTATIVE_NAME,N1,0
OCCS,N3,2
QUT11,N3,2
PRINTER,N1,0
CFOPIN,N3,2
EMP_HIREDATE,N2,1
trucks,N1,0
N_1_JStatus,N2,1
CRDTOCODE,N2,1
CMPNTYPEFR,N2,1
daysfwrd,N2,1
APJT,N3,2
FEEAMT,N2,1
prlinestat,N2,1
Permission,N1,0
TRANSPRTRS,N2,1
oncallend,N1,0
taxpyersta,N2,1
HaExistBoe,N2,1
CaredType,N1,0
ADT1,N3,2
REGCONTACT3,N2,1
weight2,N1,0
DRF19,N3,2
AUG,N2,1
CONTACTLOG,N1,0
openediff,N2,1
VATWODPMSC,N3,2
LETTERLVL,N2,1
PREFIX,N1,0
TaxRegion,N1,0
outcome_description,N1,0
DPO20,N3,2
CSDInARAct,N3,2
KPI4,N3,2
USRCUSOMFC,N3,2
FRISTART,N1,0
TaxId9,N1,0
DOCPRCRATE,N2,1
RRR5,N3,2
OTHER_HOTEL_DETAILS,N1,0
method,N1,0
QUANTITY,N1,0
TestComp,N2,1
rdn9,N3,2
ABFC,N3,2
OIRC,N3,2
topane,N2,1
LFBSHEETPR,N2,1
OP_17,N3,2
VATRATE,N2,1
SpeciesCode,N1,0
AOA1,N3,2
publication,N1,0
Financial_Transactions,N1,0
EXPRTONADD,N2,1
nondedacc,N2,1
csgstbamtc,N3,2
indexrate,N1,0
section_name,N1,0
revalperc,N2,1
rfndamntfc,N3,2
ASSET_ID,N1,0
tblNPSpecies,N2,1
CTR1,N3,2
Price,N1,0
HOMESTATE,N1,0
enrligion,N2,1
fml1,N3,2
EBOOKRELVT,N2,1
MinBalance,N2,1
pdnclosed,N2,1
ltf1,N3,2
ITW1COUNT,N3,2
FESTIVAL_NAME,N1,0
ODNF,N3,2
acl1,N3,2
SALESTERRITORY,N1,0
rpc4,N3,2
drink,N1,0
OCHO,N3,2
PymBnkUsr3,N3,2
exwtliabl,N3,2
ICAO,N3,2
VENUEID,N1,0
dunwizblck,N2,1
parties_in_events,N1,0
DOCPRICE,N2,1
keyval4,N2,1
_TITLE,N1,0
CigCup,N2,1
OSRW,N3,2
InMatchNum,N2,1
paybnkcntr,N2,1
count_hired,N1,0
DPO23,N3,2
TAXLIABLE,N1,0
CBSA,N3,2
RetDate,N1,0
DOCUMENT_STRUCTURES,N1,0
ATTENDANCE,N1,0
Allergy,N1,0
QUT25,N3,2
chkwrdonly,N2,1
exectime,N2,1
omrv,N3,2
Apartment_Bookings,N1,0
album,N1,0
lot_details,N1,0
gridtype,N1,0
zip_code,N1,0
CertWHT,N3,2
COMISCURR,N2,1
spercent,N2,1
technician_id,N1,0
writeupacc,N2,1
fromdoc4nu,N2,1
jumping,N1,0
Ref_Service_Types,N1,0
kpivalue10,N3,2
targetloc,N2,1
DPMWTAPL,N3,2
LEGALTCD,N3,2
vpm6,N3,2
OITL,N3,2
duntime,N2,1
pedestrianautoemergencybrakingid,N1,0
small_silver,N1,0
DISTRIBEXP,N2,1
Party_Addresses,N1,0
PDNCLOSED,N2,1
OFUSERNAME,N2,1
QRYGROUP4,N2,1
HISTORICAL-TERMS,N1,0
Field2,N2,1
BPPhone1,N2,1
Confirmed,N1,0
SaleCostAc,N2,1
TOFNAME,N3,2
CONTACT_NUMBER,N1,0
EnblVPMRep,N3,2
PARAMLOGIC,N2,1
FINANCIAL_TRANSACTIONS,N1,0
INVENTORY_ID,N1,0
TXD2,N3,2
DEATH_STATE,N1,0
rdr17,N3,2
oilmentry,N3,2
IGE4,N3,2
baseappld,N2,1
ENBLBASEUN,N3,2
ORCP,N3,2
CURRENT_ROMN_OTU_ID,N2,1
USEPARTSUP,N2,1
Staring_Date,N1,0
SpCode,N2,1
BINSBL2F,N3,2
edocsname,N2,1
EXPNSNAME,N2,1
ARTWORK_ID,N1,0
OLGL,N3,2
revenuesac,N2,1
QWZ2,N3,2
other_problem_details,N1,0
SFC25,N3,2
srcfield,N2,1
INMBaseRef,N3,2
IRD1,N3,2
levelnum,N2,1
ITWTCode,N3,2
PAIDDCTFC,N3,2
dfpvatexmp,N3,2
release_date,N1,0
cumamntlc,N3,2
OVTP,N3,2
spcode,N2,1
OFML,N3,2
Segment_8,N1,0
OHED,N3,2
RDR3,N3,2
dctsum,N2,1
checkbox18,N1,0
MATCH_RESULT,N1,0
EDocTest,N2,1
section_id,N1,0
OWUPR,N3,2
checkbox22,N1,0
EDocCntnt,N2,1
char_cells,N2,1
CHECKDIGIT,N1,0
Consider_rate,N1,0
DFLACCOUNT,N2,1
BoeDiscD,N3,2
pcquantity,N2,1
SteeringLocation,N1,0
INV7,N3,2
G,N3,2
restaurant_type,N1,0
AltSrtCodT,N2,1
divisions,N1,0
DORM,N1,0
RANKINGS,N1,0
SCREENFONT,N1,0
SPDPRKEY,N3,2
ISSELECTED,N1,0
DIOTRpt,N3,2
SPECUSE,N2,1
ODSC,N3,2
vindecodedon,N2,1
ISTAXSTATE,N1,0
TRANSMISSION,N1,0
dock_count,N1,0
path,N1,0
cinema,N1,0
EVDRIVEUNIT,N2,1
StopLon,N2,1
grade,N1,0
seasonstatus,N1,0
OVET,N3,2
DOCPRMTERM,N2,1
MANUALJES,N2,1
CRC,N3,2
dvbarrier,N3,2
ELIMINATION_MOVE,N1,0
TAXONUM,N2,1
trans,N2,1
OACT,N3,2
SurBAmtSC,N3,2
prefvendor,N2,1
TAASUPDATE,N2,1
MOUNTAIN_ALTITUDE,N1,0
STOCKSUMFC,N2,1
DPAPPLGRS,N3,2
EXELINE,N2,1
HSCAMNTSC,N3,2
oripymcode,N2,1
movies_total_gross,N1,0
dpschk,N3,2
SACENTRY,N2,1
qrygroup30,N2,1
varcosts,N2,1
stock,N1,0
EVENTDESC,N2,1
route_name,N1,0
OMTH,N3,2
TRUCKBEDLENGTHIN,N2,1
DPO2,N3,2
Ser,N3,2
USRN,N3,2
Jun,N2,1
LASTPURDAT,N2,1
KPIVALUE6,N3,2
SERIE5,N1,0
ZIPCODE,N1,0
nfmodel,N2,1
rcmcaltime,N2,1
RDR19,N3,2
RDR23,N3,2
BaseEqFc,N2,1
TIMERESUN,N2,1
CheckBox33,N1,0
AftLineNum,N2,1
sourceabs,N2,1
Pilot,N1,0
streetno,N2,1
RCURDESC,N2,1
jkwgt21,N3,2
tlu_Species_REDW,N2,1
SRCLOCNAME,N2,1
PymTermPer,N2,1
docprmterm,N2,1
dvlong,N3,2
league_id_loser,N1,0
TIDALLY_INFLUENCED,N1,0
ORCI,N3,2
sortfield3,N1,0
NOVALIDBAL,N2,1
PDF3,N3,2
PORTENEX,N2,1
ATOMID05,N2,1
DOCQTLM,N3,2
course_arrange,N1,0
DfltVat,N3,2
DWZ4,N3,2
DatePeriod,N1,0
After_Days,N1,0
ChgUser,N2,1
CFHNAME,N3,2
UseDirect,N1,0
ZIP,N1,0
CSGSTAMT,N3,2
guest_last_name,N1,0
REPTCURRCY,N2,1
gv,N3,2
PSTMETHOD,N2,1
evalsign,N2,1
SrcObjType,N2,1
ASSISTINGNURSE,N1,0
CerSeries,N2,1
DENSITY_ID,N1,0
rti2,N3,2
FileCRC,N2,1
OEI27,N3,2
CHARGES,N1,0
AccBaseSum,N2,1
TYP,N2,1
BOENUM,N2,1
panofficer,N2,1
COUNTYF,N2,1
SUBPATH,N1,0
RECFRPRESS3,N3,2
RIVER,N1,0
shght1unit,N2,1
RecpType,N2,1
OSEL,N3,2
revoffice,N2,1
reportcode,N1,0
person_id,N1,0
UpdtTime,N2,1
ADO9,N3,2
selfInv,N2,1
rock,N1,0
wtaxtcode,N2,1
DprSt,N3,2
CITCITY,N2,1
VacPreYear,N2,1
wtaxsumfc,N3,2
hmm2,N3,2
InfoA2,N2,1
oldupmi,N3,2
CAVatSumSc,N3,2
ExpDocType,N2,1
FolSeries,N2,1
TRAILERID,N1,0
PredPctM,N3,2
Task_Id,N1,0
QUALIFIER,N1,0
cftid,N3,2
item_delivered_datetime,N1,0
MthDateTo,N2,1
pqt3,N3,2
crusmolpct,N3,2
mean_humidity,N1,0
SrcFieldSC,N3,2
recvasst,N2,1
addplat,N2,1
cell_number,N1,0
GEO_ISLAND,N2,1
School_Colors,N1,0
in_office,N2,1
BILLTYPE,N1,0
rrr28,N3,2
taasenable,N2,1
PartnerDBV,N2,1
OCNA,N3,2
businessentitycontact,N1,0
OPBD,N3,2
IEI10,N3,2
SurfaceWater,N1,0
onhldlimt,N2,1
UsedBy,N1,0
unitMsr,N2,1
DirectDpr,N2,1
ContactPer,N1,0
OriBLinNum,N2,1
ALTSRTCODF,N2,1
rootid,N1,0
InstPrcnt,N2,1
NameFrom,N1,0
notified,N1,0
stdcost6,N2,1
bpaddrtel,N2,1
LOC_NOTES,N2,1
island,N1,0
other_customer_details,N1,0
rf2stagedep,N3,2
DuraDays,N2,1
CRITERIA,N1,0
LinePrjCod,N2,1
RouteStage,N1,0
externalidoriginator,N1,0
CheckBox3,N1,0
LegacyData,N1,0
DmcAlias,N3,2
tpw1,N3,2
COLISUSED,N2,1
ATTR2ABS,N3,2
LINKDATE,N1,0
DEGREE_SUMMARY_DESCRIPTION,N1,0
DATEPERIOD,N1,0
DISCOUNT,N1,0
DashbdEb,N2,1
descrption,N1,0
acctype,N2,1
qut26,N3,2
MBAOnPer,N3,2
APLSHIPPCH,N3,2
paybnkusr1,N2,1
SPG,N3,2
ExciExpAcc,N3,2
pkl2,N3,2
ApplAmnt,N2,1
tanno,N2,1
Shop_Name,N1,0
CDTPRVDAYS,N3,2
detention_id,N1,0
CARDFROM1,N1,0
THEME_PARK_DETAILS,N1,0
copyoption,N1,0
enpbnkacct,N3,2
DURTYPE,N2,1
SILLHEIGHT,N1,0
numofpmnts,N2,1
COACH,N1,0
VPM6,N3,2
cpi17,N3,2
TRANTPRTYP,N3,2
COORD_SYSTEM,N2,1
OrigInsNum,N2,1
Channels,N1,0
NOTES1,N1,0
BAGDAMSOURCE,N2,1
RETREQLC,N2,1
ISDFCPEX,N3,2
inpricesrc,N2,1
IOD2,N3,2
channel_code,N1,0
OATC,N3,2
MILES_303D,N3,2
DRPRESENT,N2,1
POSTDCRED,N2,1
ISSTPROEXP,N3,2
PNAME,N2,1
SURAPPLSC,N3,2
QryGroup30,N2,1
FCredAmnt1,N2,1
APJT,N3,2
DcntSumFC,N3,2
TOITEM,N2,1
OPENALLOC,N2,1
GBI6,N3,2
CSI19,N3,2
CDRVERREPT,N3,2
OACM,N3,2
InvQtyOnly,N2,1
csv17,N3,2
SITE_DESC,N2,1
TOTLINELC,N3,2
patient,N1,0
CfopIn,N3,2
CPI26,N3,2
POR1,N3,2
forwardcollisionwarningid,N1,0
sqltype,N1,0
AWOR,N3,2
hasz,N2,1
invoice_items,N1,0
SFC7,N3,2
crdtnbased,N2,1
resinv,N2,1
REPDATE1,N2,1
FlowlineC_Shape_Index,N1,0
g_cf,N3,2
ORDER_ITEM_STATUS,N1,0
ari1,N3,2
LastWarned,N1,0
WRITTEN_BY,N1,0
vndnamecee,N3,2
BASEDISCSC,N2,1
RefDocLine,N2,1
DaytimeRunningLightId,N1,0
USR8,N3,2
PAYBNKUSR1,N2,1
GENDER_CODE,N1,0
RecordKey,N1,0
CURBWEIGHTLB,N2,1
to_permanent_identifier,N1,0
NEGCOUNTRY,N2,1
octt,N3,2
TaxId3,N1,0
isvatregex,N3,2
pqtgrpnum,N3,2
WTD2,N3,2
SignData,N1,0
SL2Abs,N3,2
Project_Outcomes,N1,0
Survey,N1,0
MBAONPER,N3,2
CALCCASE,N2,1
Denomination,N1,0
onledger,N1,0
edocerrmsg,N2,1
bindfield,N1,0
IsDigital,N1,0
MATGRP,N2,1
IsMixed,N1,0
Pilot_Id,N1,0
NUMINCUSTM,N2,1
EDOCCANCEL,N2,1
OUTGOTYPE,N2,1
custidnum,N2,1
TXEXMXVDTP,N3,2
reorderpnt,N2,1
expofstact,N3,2
CERTBKEEP,N2,1
BINSBL1TO,N3,2
IGN25,N3,2
tluCaptureMethod,N2,1
DOCTYPEIN,N2,1
party_forms,N1,0
basesumfc,N2,1
Residents_per_officer,N1,0
ardocdate,N2,1
DATETIME,N1,0
INV19,N3,2
destruction_authorised_by_employee_id,N1,0
PAYEECITY,N1,0
fromdocnum,N2,1
flt1,N3,2
cashdiscac,N2,1
BaseRDR,N2,1
pb,N3,2
VATSUMFRGN,N3,2
Levels,N1,0
expensessc,N2,1
SacEntry,N2,1
postintegloss,N2,1
ospp,N3,2
oldfactor,N1,0
PayBnkIBAN,N3,2
fixcurr,N2,1
isfactor,N2,1
address_details,N1,0
RevalSum,N2,1
GREATLAKE,N1,0
OPENNING_YEAR,N1,0
ExcRefDate,N2,1
ASSETGROUP,N1,0
ExPref2,N3,2
DoYearSum,N1,0
Attr5Abs,N3,2
CSI9,N3,2
project_details,N1,0
FLD2CNSVAL,N3,2
TargetDoc,N1,0
Second_Date,N1,0
PurchaseOrderDetail,N1,0
AddiUnit,N2,1
cpycvref,N3,2
DEPENDENT,N1,0
dfsvatitem,N3,2
ENDDLVDATE,N2,1
creditacct,N2,1
POR15,N3,2
CCDQuant,N3,2
ofat,N3,2
OSFI,N3,2
PymBnkUsr4,N3,2
grssprofit,N2,1
BankTransf,N2,1
DRF19,N3,2
TECHNICIAN_ID,N1,0
Pay_per_view_PPV,N1,0
REFCODE,N2,1
far1,N3,2
ResponseV,N2,1
SFI27,N3,2
AINC,N3,2
QAG1,N3,2
DefirExpP,N3,2
VATEXMPT_O,N3,2
respByTime,N2,1
isnet,N1,0
RIN9,N3,2
MIType,N2,1
rin5,N3,2
next,N1,0
PRR16,N3,2
InClassTyp,N2,1
years_played,N1,0
vatrate,N2,1
tbl_Nests,N2,1
ItmsTypCod,N2,1
srcfieldsc,N3,2
JEInFATran,N3,2
PaidRvs,N2,1
athl,N3,2
omsn,N3,2
INUNDATIONCONTROLSTATUS,N1,0
ddgkey,N2,1
icao,N3,2
FreeText3,N1,0
cdrverrept,N3,2
crversion,N2,1
RoundType,N1,0
wbdhu2,N3,2
ohty,N3,2
FOCTAXSC,N3,2
landuse,N1,0
trcstartd,N3,2
OCSQ,N3,2
BPShipCode,N2,1
intdirect,N2,1
CIN26,N3,2
KpiValue19,N3,2
FLD_FEATURE_3,N2,1
ATCHENTRY,N2,1
RepPhone,N2,1
MakeId,N1,0
AMOUNTFC,N2,1
wtcur,N2,1
ALLOCACCT,N2,1
AQR3,N3,2
tel,N2,1
oadm,N3,2
SYSCLOSEDT,N2,1
Verified_date,N1,0
ahfc,N3,2
iei26,N3,2
capfactor2,N2,1
cshrelev,N3,2
RSC2,N3,2
TARENTRY,N2,1
DPSBNKACTT,N3,2
gbidatalen,N3,2
MTHACCTCOD,N2,1
NHDFCODE,N2,1
dec,N2,1
MERCHANTID,N1,0
RECONJESER,N2,1
issuercode,N1,0
ABSEBTRY,N3,2
SUMRPTTYPE,N2,1
PRR10,N3,2
REFDOCLINE,N2,1
APR,N2,1
LINETEXT,N1,0
NFeRcpn,N3,2
tag#,N1,0
ControlKey,N1,0
ItemQuan,N2,1
MxDcsInPmt,N3,2
AddIdNum,N2,1
releasdate,N1,0
QUT26,N3,2
SNTYPE,N3,2
PROCDEFID,N2,1
DpApplDct,N3,2
ADO2,N3,2
HMM3,N3,2
ITMFROM2,N2,1
PAPERS,N1,0
Research_Staff,N1,0
BTF1,N3,2
PRR16,N3,2
CODPART,N2,1
SortID,N1,0
AUTOUPDT,N2,1
VENDREFNUM,N2,1
amount_paid,N1,0
IssueGate,N1,0
elevation,N1,0
PARTIAL,N1,0
exhibition_record,N1,0
ofai,N3,2
Dscrptn,N3,2
AMOUNTDIFF,N2,1
pticoderef,N2,1
paper,N1,0
ACD1,N3,2
DELIVERY_STATUS_CODE,N1,0
LASTREMIND,N2,1
tcsintacct,N3,2
PublicKey,N1,0
IsForCncl,N2,1
BnkOpCode,N2,1
I_ID,N3,2
ITEMNAME,N1,0
ROLE_CODE,N1,0
CTREAT,N2,1
ExPref11,N3,2
bpshipaddr,N2,1
PAIDRVS,N2,1
QRCodeSPGn,N3,2
langs_words,N2,1
CABasSumSc,N3,2
OUSR,N3,2
PARAMETERVALUE,N1,0
curcredit,N2,1
SCHDLINE,N2,1
TrsfrDate,N2,1
cust_id,N2,1
representative_name,N1,0
clsintp,N3,2
ICSNO,N3,2
timeretyid,N2,1
EXBPFROM,N3,2
SwapOnScrn,N2,1
LinkDocTyp,N2,1
ADDRESS_TYPE,N1,0
MobileIMEI,N2,1
Spg,N3,2
WHSNAME,N2,1
FAMOUS_RELEASE_DATE,N1,0
AttriInt39,N3,2
CDCPLANE,N2,1
bsublineno,N2,1
IEI26,N3,2
RVSPAIDFC,N3,2
AGREEMENTS,N1,0
FrHdrTax,N3,2
ODWZ,N3,2
btqabs,N3,2
CHARMONTH,N2,1
CompName,N2,1
COMISSNSYS,N2,1
FLATTAMTFC,N3,2
ALR1,N3,2
Month8,N1,0
WOR4,N3,2
ALTITUDE,N1,0
METHODPARAMETER,N1,0
AIRBAGLOCFRONTID,N2,1
RevRefDate,N2,1
PATH,N1,0
SAPPassprt,N2,1
currtotal,N2,1
Flag,N1,0
NUM_OF_SEASONS,N1,0
rdr9,N3,2
OFBT,N3,2
TIME_SLOT,N1,0
tbllocdatasearcharea,N2,1
RuleIndex,N1,0
LANGS_WORDS,N2,1
BOTYPE,N2,1
UtgstAmtSC,N3,2
CAPDATE,N2,1
PeriodNum,N1,0
ACTORS,N1,0
ATOMID10,N2,1
linevendor,N1,0
semester_name,N1,0
ELECTRONICSTABILITYCONTROLID,N1,0
size_description,N1,0
ACTIVE_FROM_DATE,N1,0
max_gross_weight,N1,0
ExeOption,N2,1
XRREL,N3,2
RPC11,N3,2
OCFX,N3,2
sample_storet_station_id,N2,1
restored_date,N1,0
driverstandings,N1,0
RESIDENNUM,N2,1
IMPDOCNUM,N2,1
RowStatus,N1,0
EnblRTWHT,N3,2
DECLNOEX,N2,1
DOCREMARKS,N2,1
ORGDOCDATE,N2,1
REARCROSSTRAFFICALERTID,N1,0
OTOB,N3,2
MDP3,N3,2
CredDeb,N2,1
ISSRVCALL,N2,1
CostType,N1,0
MfrSerailF,N3,2
ostq,N3,2
CCS1,N3,2
WGHTUNIT,N2,1
fixtype,N1,0
PRQ28,N3,2
INV21,N3,2
TransmissionStyle,N1,0
DrfWObjAbs,N3,2
VICE_PRESIDENT_VOTE,N1,0
LONG,N1,0
DEPLOYEVENT,N1,0
INVAMTAP,N3,2
ROWIDTH4,N2,1
ChkOutDate,N2,1
ParamPath,N2,1
attr1abs,N3,2
BoeNum,N2,1
AGRLINENUM,N2,1
EBL1,N3,2
b1version,N2,1
TABLE1,N1,0
Deleted,N1,0
ResidCntry,N2,1
OcrTo3,N3,2
DRBLOCK4,N3,2
domain_keyword,N1,0
BRRWRTAXPCTSCM,N3,2
TRUCKS,N1,0
msn5,N3,2
SunStrart,N2,1
MIDDLEINIT,N2,1
PaidNetSc,N2,1
BranchName,N1,0
actbaseent,N2,1
acqdate,N2,1
protocoln,N2,1
maxuopay,N3,2
groupnum,N2,1
ExLineNo,N2,1
salary,N1,0
pcdoctype,N2,1
ProcDefId,N2,1
InvRate,N2,1
rpcname,N2,1
start_min,N2,1
enblcounty,N2,1
Superorder,N1,0
otrs,N3,2
BANKFROM,N1,0
IPCCONF3_ALT,N2,1
GDB_ReplicaLog,N2,1
EXTTAXSUM,N2,1
DEFLENGTHU,N2,1
chkrefyear,N2,1
ColEdit,N2,1
EDRMETHOD,N2,1
docduedate,N2,1
MaxInDiff,N2,1
SELFINV,N2,1
EnbInItIQI,N3,2
lesson_time,N1,0
POLine,N2,1
HOSPSYSTOLIC,N2,1
OLDHUCODE,N2,1
MYFTYPE,N2,1
Performance,N1,0
DATE_LAST_HIRE,N1,0
baserate,N1,0
RuleType,N1,0
TANOFFICER,N2,1
cashsum,N2,1
taas,N3,2
cs,N3,2
itemuid,N2,1
UseDfltPL,N3,2
WTAXSUMFC,N3,2
RevSides,N2,1
ROUNDDIFFC,N2,1
assessee,N1,0
IGE3,N3,2
PAYDOCTYPE,N1,0
RRR3,N3,2
BPCODE,N2,1
ROUNDDIFF,N1,0
encompasses,N1,0
batchfrom,N1,0
WheelBaseIN_to,N2,1
PoTrgNum,N2,1
featuredetailurl,N2,1
bpno,N3,2
YRDEPEND,N2,1
entereddate,N1,0
epttax,N3,2
cpv12,N3,2
finalsumfc,N2,1
FROMWHSCOD,N3,2
sfc21,N3,2
info1field,N1,0
league_id_loser,N1,0
tlu_DecayStage,N2,1
ign21,N3,2
FrmId,N2,1
returned_late_yn,N1,0
GNRECODE,N3,2
ETRTAXOFFI,N3,2
rdr10,N3,2
multiple,N1,0
inventory_id,N1,0
itmbtknand,N3,2
WTR27,N3,2
EXITWH,N2,1
TBL_EVENT_DETAILS,N2,1
AFTER_DAYS,N1,0
posttooffa,N2,1
ReleaDate,N1,0
MONDAY,N1,0
OLCD,N3,2
PayRefDtls,N2,1
basedocen,N2,1
end_station_id,N1,0
prr20,N3,2
STAGEDEP3,N2,1
visindex,N2,1
ExpnsCode,N2,1
rearautomaticemergencybraking,N1,0
ToDoc,N2,1
trsyear,N2,1
ExpsRmbrsd,N2,1
CARDTYPE,N1,0
ROLLOBJ,N2,1
pine_beetle,N1,0
OEVT,N3,2
SEATLOC,N2,1
COGSOCRCO4,N3,2
startyear,N1,0
HouseBank,N1,0
latchuse,N1,0
lfbc,N3,2
ODAB,N3,2
parttype,N1,0
INVVALUE,N2,1
CATNO,N2,1
cmpcntcode,N2,1
Apps,N1,0
CPI12,N3,2
building_description,N1,0
Taxes,N1,0
purpcode,N2,1
PARTY_EMAIL,N1,0
CHILDID,N1,0
PRR24,N3,2
section_description,N1,0
IncHisData,N2,1
BSUBLINENO,N2,1
BELTAVAILINSP,N2,1
EMAILADDR,N2,1
NHDLineC,N2,1
BaseCode,N1,0
ATXI,N3,2
OPENPAOFF,N2,1
releasedate,N1,0
XROBJ,N3,2
Salinity,N1,0
MANAGER_ID,N1,0
oalc,N3,2
ItemUID,N2,1
sl1code,N3,2
CPL1,N3,2
Artist,N1,0
RDN16,N3,2
OMTP,N3,2
wduedtfrom,N2,1
OTHER_ORDER_ITEM_DETAILS,N1,0
TO,N3,2
REMARK1,N1,0
TXAMNTINAD,N3,2
ENBLDFRTAX,N3,2
ilmentry,N3,2
FREETXT,N2,1
ASPECT,N1,0
Class,N1,0
OUQR,N3,2
PoItmNum,N2,1
freightype,N1,0
bats,N1,0
por12,N3,2
EXCRATE,N2,1
wrkshtpath,N2,1
checkbox32,N1,0
INTDIRECT,N2,1
PIGS,N1,0
Earnings,N1,0
AUTHORDER,N1,0
decor,N1,0
KPIVALUE11,N3,2
cin26,N3,2
UIDFormat,N3,2
CHO3,N3,2
gasstations,N1,0
prfcntval,N3,2
ACL2,N3,2
DPI13,N3,2
StopTime,N1,0
CLASS_CODE,N1,0
XMLFILE,N2,1
parenttypeid,N1,0
CMAXLOCATION,N2,1
scl2count,N3,2
KPI5,N3,2
cultivationcode,N1,0
playlist_id,N1,0
Thursday,N1,0
OSAL,N3,2
FlatTAmtFC,N3,2
COMPTROLLER,N1,0
scm1,N3,2
HORIZONTAL_BAR_POINTS,N1,0
