native_identifier,table_or_column,source_database,native_naturalness,N1_identifier,N2_identifier,N3_identifier
LROH,column,NTSB,N3,LEFT_REAR_OVERHANG,LR_OVRHNG,LR_OH
MAXWIDTH,column,NTSB,N1,MAXWIDTH,MX_WDTH,M_WD
MAIS,column,NTSB,N3,MAXIMUM_ABBREVIATED_INJURY_SCALE,MAX_ABBR_INJ_SCL,MAIS
MANCOLL,column,NTSB,N3,MANNER_OF_COLLISION,MANR_COLLISN,MANCOLL
MotorcycleChassisType,column,NTSB,N1,MotorcycleChassisType,MtrCycleChassTyp,MC_Chs_typ
MotorcycleChassisTypeId,column,NTSB,N1,MotorcycleChassisTypeId,MtrCycleChassTypId,MC_Chs_typ_ID
MotorcycleSuspensionType,column,NTSB,N1,MotorcycleSuspensionType,MtrcycleSuspntTyp,MC_spn_typ
MotorcycleSuspensionTypeId,column,NTSB,N1,MotorcycleSuspensionTypeId,MtrcycleSuspnTypeID,MC_spn_typ_ID
MODELYR,column,NTSB,N1,MODELYR,MODL_YR,MD_YR
Model,column,NTSB,N1,Model,Modl,Mdl
ModelId,column,NTSB,N1,ModelId,ModlId,Mdl_ID
ModelYear,column,NTSB,N1,ModelYear,ModlYr,Mdl_Y
MAXDVRESTIME,column,NTSB,N2,MAX_DELTAV_RESULTANT_TIME,MAXDVRESTIME,MDV_RST_T
MAXDVLAT,column,NTSB,N2,MAX_DELTAV_LATERAL,MAXDVLAT,MDVLAT
MAXDVLATTIME,column,NTSB,N2,MAX_DELTAV_LATERAL_TIME,MAXDVLATTIME,MDVLAT_T
MAXDVLONG,column,NTSB,N2,MAX_DELTAV_LONGITUDINAL,MAXDVLONG,MDVLON
MAXDVLONGTIME,column,NTSB,N2,MAX_DELTAV_LONGITUDINAL_TIME,MAXDVLONGTIME,MDVLON_T
MEDFACILITY,column,NTSB,N2,MEDICAL_FACILITY,MEDFACILITY,MED_FAC
ManufacturerFullName,column,NTSB,N1,ManufacturerFullName,ManufFullNm,Mfg_FN
ManufacturerFullNameId,column,NTSB,N1,ManufacturerFullNameId,ManufFullNmId,MFG_FN_ID
Make,column,NTSB,N1,Make,Mke,mk
MakeId,column,NTSB,N1,MakeId,MkeId,mkId
MOBILITY,column,NTSB,N1,MOBILITY,MOBLTY,MOB
MODTYPE,column,NTSB,N2,MODULE_TYPE,MODTYPE,MOD_T
MORTALITY,column,NTSB,N1,MORTALITY,MORTLTY,MORT
MANEUVER,column,NTSB,N1,MANEUVER,Manvr,Mvr
NUMEVNTS,column,NTSB,N2,NUMBER_OF_EVENTS,NUMEVNTS,N_EV
name,column,NTSB,N1,name,name,nm
NOTIFIED,column,NTSB,N1,CRASH_TO_NOTIFICATION_TIME,NOTIFIED,NOTIF
Note,column,NTSB,N1,Note,Nte,Nt
NUMEVENTS,column,NTSB,N2,NUMBER_EVENTS,NUMEVENTS,NUM_EVT
OCLOCK,column,NTSB,N2,DIRECTION_OF_FORCE_CLOCK_POSITION,OCLOCK,O_CL
OPENLF,column,NTSB,N2,DOOR_OPEN_LEFT_FRONT,OPENLF,O_LF
OPENLR,column,NTSB,N2,DOOR_OPEN_LEFT_REAR,OPENLR,O_LR
OPENRF,column,NTSB,N2,DOOR_OPEN_RIGHT_FRONT,OPENRF,O_RF
OPENRR,column,NTSB,N2,DOOR_OPEN_RIGHT_REAR,OPENRR,O_RR
OPENTG,column,NTSB,N2,TAILGATE_HATCH_OPEN,OPENTG,O_TG
OAL,column,NTSB,N3,OVERALL_LENGTH,OVRL_LEN,OAL
OBJCONT,column,NTSB,N3,OBJECT_CONTACTED,OBJCT_CONTCT,OBJCONT
OBESITY,column,NTSB,N1,OBESITY,OBSITY,OBSY
OCCNO,column,NTSB,N2,OCCUPANT_NUMBER,OCCNO,OC_N
OCC,table,NTSB,N3,OCCUPANT,OCCPNT,OCC
OCCONTACT,table,NTSB,N2,OCCUPANT_CONTACT,OCCONTACT,OCC_CTC
ORIENTATION,column,NTSB,N1,ORIENTATION,ORIENTAT,ORI
OSTEOCOND,column,NTSB,N2,OSTEO_CONDITION,OSTEOCOND,OST_COND
POSTINTEGLOSS,column,NTSB,N2,POSTCRASH_INTEGRITY_LOSS,POSTINTEGLOSS,OST_INT_LS
OtherBusInfo,column,NTSB,N1,OtherBusInfo,OthrBusInf,OthBsInf
OtherBatteryInfo,column,NTSB,N1,OtherBatteryInfo,OthrBatInf,OthBtInf
OtherEngineInfo,column,NTSB,N1,OtherEngineInfo,OthrEngInf,OthEnInf
OtherMotorcycleInfo,column,NTSB,N1,OtherMotorcycleInfo,OthrMtrcycleInf,OthMCInf
OtherRestraintSystemInfo,column,NTSB,N1,OtherRestraintSystemInfo,OthrRestrSysInf,OthRstSyInf
OVERUNDER,column,NTSB,N1,OVERUNDER,OverUndr,OV_UN
OVERHANG_FRT,column,NTSB,N2,OVERHANG_FRONT,OVERHANG_FRT,OVHNG_F
OVERHANG_REAR,column,NTSB,N1,OVERHANG_REAR,OVERHANG_RR,OVHNG_R
PARALCOHOL,column,NTSB,N2,PAR_REPORTED_ALCOHOL,PARALCOHOL,P_ALC
ParkAssist,column,NTSB,N1,ParkAssist,PrkAsst,P_asst
ParkAssistId,column,NTSB,N1,ParkAssistId,PrkAsstId,P_asst_ID
PARDRUG,column,NTSB,N2,PAR_REPORTED_DRUG,PARDRUG,P_DR
PREEVENT,column,NTSB,N2,PRE_FIRST_HARMFUL_EVENT,PREEVENT,P_EV
PRE_FHE,table,NTSB,N2,PRE_FIRST_HARMFUL_EVENT,PRE_FHE,P_FHE
principal_id,column,NTSB,N1,principal_id,princl_id,p_ID
PRIORMAINT,column,NTSB,N2,PRIOR_MAINTENANCE,PRIORMAINT,P_MNT
BELTPOSDEVPRESINSP,column,NTSB,N2,BELT_POSITIONING_DEVICE_PRESENCE_INSPECTION,BELTPOSDEVPRESINSP,P_POSDEV_PR_INSP
PARAIRBAG,column,NTSB,N2,POLICE_REPORTED_AIRBAG_AVAILABILITY,PARAIRBAG,PA_ABG
PARBELTUSE,column,NTSB,N2,POLICE_REPORTED_BELT_USE,PARBELTUSE,PA_BU
PARINJSEV,column,NTSB,N3,POLICE_REPORTED_INJURY_SEVERITY,PARINJSEV,PA_IS
PedestrianAutoEmergencyBraking,column,NTSB,N1,PedestrianAutoEmergencyBraking,PedAutoAutoEmergBrake,PAEB
PedestrianAutoEmergencyBrakingID,column,NTSB,N1,PedestrianAutoEmergencyBrakingID,PedAutoEmergBrakeID,PAEB_ID
PBED,column,NTSB,N3,PICKUP_BEDLENGTH,PKUP_BDLENGTH,PBED
PCODE,column,NTSB,N3,POINT_TYPE,PNT_CODE,PCODE
PDOF,column,NTSB,N3,PRINCIPLE_DIRECTION_OF_FORCE,PRINC_DIR_FOR,PDOF
PREGNANT,column,NTSB,N1,PREGNANT,PREGNT,PGN
PlantCompanyName,column,NTSB,N1,PlantCompanyName,PlntCmpnyName,PL_CO_NM
PlantCity,column,NTSB,N1,PlantCity,PlntCity,PL_CTY
PlantCountry,column,NTSB,N1,PlantCountry,PlntCntry,PL_CTRY
PlantCountryId,column,NTSB,N1,PlantCountryId,PlntCntryID,PL_CTY_ID
PlantState,column,NTSB,N1,PlantState,PlntState,PL_ST
PLACEMENT,column,NTSB,N1,PLACEMENT,PLCMT,PLC
PREVCRASH,column,NTSB,N2,VEHICLE_IN_PREVIOUS_CRASH,PREVCRASH,PR_CRS
PREFHE,column,NTSB,N3,PRECRASH_FIRST_HARMFUL_EVENT,PRE_FRST_HRM_EVT,PREFHE
PRELOC,column,NTSB,N3,PRECRASH_LOCATION,PRECRSH_LOCN,PRELOC
PREMOVE,column,NTSB,N2,PREEVENT_MOVEMENT,PREMOVE,PREMV
PRESTAB,column,NTSB,N3,PRECRASH_STABILITY,PRESTABIL,PRESTAB
PROFILE,column,NTSB,N1,PROFILE,PROFIL,PRFL
PERFORMANCE,column,NTSB,N1,PERFORMANCE,PERFMNC,PRFMC
Pretensioner,column,NTSB,N1,Pretensioner,Pretnsnr,Prtn
PretensionerId,column,NTSB,N1,PretensionerId,PretnsnrId,PrtnId
POSTURE,column,NTSB,N1,POSTURE,POSTR,PSTR
PSU,column,NTSB,N3,PRIMARY_SAMPLING_UNIT,PRIM_SAMP_UNIT,PSU
PSUSTRAT,column,NTSB,N3,PRIMARY_SAMPLING_UNIT_STRATIFICATION,PRIM_SAMP_UNIT_STRAT,PSUSTRAT
PTIME,column,NTSB,N3,POINT_TIME,PNT_TIME,PTIME
PVALUE,column,NTSB,N3,POINT_VALUE,PNT_VAL,PVALUE
REARBUMP,column,NTSB,N2,REAR_BUMPER,REARBUMP,R_BMP
ROLLDIR,column,NTSB,N2,ROLLOVER_DIRECTION,ROLLDIR,R_DIR
ROLLDIST,column,NTSB,N2,ROLLOVER_DISTANCE,ROLLDIST,R_DIS
ROLLINLOC,column,NTSB,N2,ROLLOVER_INITIATION_LOCATION,ROLLINLOC,R_INIT_LOC
ROLLINITYP,column,NTSB,N2,ROLLOVER_INITIATION_TYPE,ROLLINITYP,R_INIT_TP
ROLLINTRPT,column,NTSB,N2,ROLLOVER_INTERUPTED,ROLLINTRPT,R_INTP
ROLLLAT,column,NTSB,N2,ROLLOVER_LATERAL,ROLLLAT,R_LAT
ROLLOBJ,column,NTSB,N2,ROLLOVER_INITIATION_OBJECT,ROLLOBJ,R_OBJ
ROLLPROTECTION,column,NTSB,N1,ROLLPROTECTION,ROLL_PROT,R_P
ROLLPREMAN,column,NTSB,N2,ROLLOVER_PREEVENT_MANEUVER,ROLLPREMAN,R_PMN
ROLLTURN,column,NTSB,N1,ROLLOVER_QUARTER_TURNS,ROLLTURN,R_TRN
ROLLTRIP,column,NTSB,N1,ROLLOVER_TRIP_FORCE,ROLL_TRIP,R_TRP
ROLLTYPE,column,NTSB,N1,ROLLTYPE,ROLL_TYP,R_TYP
ROLLVERT,column,NTSB,N2,ROLLOVER_VERTICAL,ROLLVERT,R_VER
ROWIDTH1,column,NTSB,N2,FRONT_ROW_WIDTH,ROWIDTH1,R_WDTH_1
ROWIDTH2,column,NTSB,N2,SECOND_ROW_WIDTH,ROWIDTH2,R_WDTH_2
ROWIDTH3,column,NTSB,N2,THIRD_ROW_WIDTH,ROWIDTH3,R_WDTH_3
ROWIDTH4,column,NTSB,N2,FOURTH_ROW_WIDTH,ROWIDTH4,R_WDTH_4
ROWIDTH5,column,NTSB,N2,FIFTH_ROW_WIDTH,ROWIDTH5,R_WDTH_5
RearAutomaticEmergencyBraking,column,NTSB,N1,RearAutomaticEmergencyBraking,RrAutoEmgBrake,RAEB
RearAutomaticEmergencyBrakingID,column,NTSB,N1,RearAutomaticEmergencyBrakingID,RrAutoEmgBrakeID,RAEB_ID
RACE,column,NTSB,N1,RACE,RAC,RC
RETAINERCLIPDESIGN,column,NTSB,N1,RETAINERCLIPDESIGN,RET_CLIP_DESIGN,RC_DES
RETAINERCLIPUSE,column,NTSB,N1,RETAINERCLIPUSE,RET_CLIP_USE,RC_U
RearCrossTrafficAlert,column,NTSB,N1,RearCrossTrafficAlert,RrCrssTrfAlert,RCTA
RearCrossTrafficAlertID,column,NTSB,N1,RearCrossTrafficAlertID,RrCrossTrfAlertID,RCTA_ID
RDLANES,column,NTSB,N3,ROADWAY_TRAVEL_LANES,RDWY_LANES,RDLANES
RECFRONT1,column,NTSB,N3,RECOMMENDED_FRONT1,RECMND_FRONT1,RECFRONT1
RECFRONT2,column,NTSB,N3,RECOMMENDED_FRONT2,RECMND_FRONT2,RECFRONT2
RECFRONT3,column,NTSB,N3,RECOMMENDED_FRONT3,RECMND_FRONT_3,RECFRONT3
RECFRPRESS1,column,NTSB,N3,RECOMMENDED_FRONT_PRESSURE1,RECMND_FRONT_PRESSR1,RECFRPRESS1
RECFRPRESS2,column,NTSB,N3,RECOMMENDED_FRONT_PRESSURE2,RECMND_FRONT_PRESSR2,RECFRPRESS2
RECFRPRESS3,column,NTSB,N3,RECOMMENDED_FRONT_PRESSURE3,RECMND_FRONT_PRESSR3,RECFRPRESS3
RECREAR1,column,NTSB,N3,RECOMMENDED_REAR1,RECMND_REAR1,RECREAR1
RECREAR2,column,NTSB,N3,RECOMMENDED_REAR2,RECMND_REAR2,RECREAR2
RECREAR3,column,NTSB,N3,RECOMMENDED_REAR3,RECMND_REAR3,RECREAR3
RECRRPRESS1,column,NTSB,N3,RECOMMENDED_REAR_PRESSURE1,RECMND_REAR_PRESSR1,RECRRPRESS1
RECRRPRESS2,column,NTSB,N3,RECOMMENDED_REAR_PRESSURE2,RECMND_REAR_PRESSR2,RECRRPRESS2
RECRRPRESS3,column,NTSB,N3,RECOMMENDED_REAR_PRESSURE3,RECMND_REAR_PRESSR3,RECRRPRESS3
RELTOJUNCT,column,NTSB,N3,RELATION_TO_JUNCTION,RELTN_TO_JNCTN,RELTOJUNCT
RFBC,column,NTSB,N3,RIGHT_FRONT_BUMPER_CORNER,RF_BUMP_CORNR,RF_BC
RFBELT,column,NTSB,N2,RIGHTFRONT_BELT,RFBELT,RF_BLT
RFDISPOSAL,column,NTSB,N2,RIGHTFRONT_DISPOSAL,RFDISPOSAL,RF_DISP
RFOH,column,NTSB,N3,RIGHT_FRONT_OVERHANG,RF_OVRHNG,RF_OH
RFSWITCH,column,NTSB,N2,RIGHTFRONT_SWITCH,RFSWITCH,RF_SW
RFTRACKPOS,column,NTSB,N2,RIGHTFRONT_TRACKPOS,RFTRACKPOS,RF_TP
RF1STAGEDEP,column,NTSB,N3,RIGHTFRONT_1ST_STAGE_DEPLOYMENT,RF_1STSTAGE_DEPL,RF1STAGEDEP
RF2STAGEDEP,column,NTSB,N3,RIGHTFRONT_2ND_STAGE_DEPLOYMENT,RF_2NDSTAGE_DEPL,RF2STAGEDEP
RFBUCKDEPTIME,column,NTSB,N3,RIGHTFRONT_BUCKLE_DEPLOYMENT_TIME,RF_BUCKLE_DEPLMN_TIME,RFBUCKDEPTIME
RFCURTDEPTIME,column,NTSB,N3,RIGHTFRONT_CURTAIN_DEPLOYMENT_TIME,RF_CURTN_DEPLMN_TIME,RFCURTDEPTIME
RFOCCPOS,column,NTSB,N3,RIGHTFRONT_OCCUPANT_POSITION,RF_OCCPN_POSN,RFOCCPOS
RFOCCSIZE,column,NTSB,N3,RIGHTFRONT_OCCUPANT_SIZE,RF_OCCPN_SZ,RFOCCSIZE
RFPRETENDEPTIME,column,NTSB,N3,RIGHTFRONT_PRETENSIONER_DEPLOYMENT_TIME,RF_PRETNSR_DEPLMN_TIME,RFPRETENDEPTIME
RFRETRACTDEPTIME,column,NTSB,N3,RIGHTFRONT_RETRACTDEPTIME,RF_RETRACT_DEPLMN_TIME,RFRETRACTDEPTIME
RFSIDEDEPTIME,column,NTSB,N3,RIGHTFRONT_SIDEDEPTIME,RF_SIDE_DEPLMN_TIME,RFSIDEDEPTIME
REGION,column,NTSB,N1,REGION,REGN,RGN
REGCONTACT_2ND,column,NTSB,N2,BODY_REGION_CONTACTED_2ND,REGCONTACT_2ND,RGN_CT_2ND
REGCONTACT_3RD,column,NTSB,N2,BODY_REGION_CONTACTED_3RD,REGCONTACT_3RD,RGN_CT_3RD
REGCONTACT1,column,NTSB,N2,BODY_REGION_CONTACTED1,REGCONTACT1,RGN_CT1
REGCONTACT1_ALT,column,NTSB,N2,BODY_REGION_CONTACTED1_ALTERNATE,REGCONTACT1_ALT,RGN_CT1_ALT
REGCONTACT2,column,NTSB,N2,BODY_REGION_CONTACTED2,REGCONTACT2,RGN_CT2
REGCONTACT2_ALT,column,NTSB,N2,BODY_REGION_CONTACTED2_ALTERNATE,REGCONTACT2_ALT,RGN_CT2_ALT
REGCONTACT3,column,NTSB,N2,BODY_REGION_CONTACTED3,REGCONTACT3,RGN_CT3
REGCONTACT3_ALT,column,NTSB,N2,BODY_REGION_CONTACTED3_ALTERNATE,REGCONTACT3_ALT,RGN_CT3_ALT
RIMDEF,column,NTSB,N3,RIM_DEFORMATION_MEASUREMENT,RIM_DEFORM,RIMDEF
RIMDEFLOC,column,NTSB,N3,RIM_DEFORMATION_LOCATION,RIM_DEFORM_LOCTN,RIMDEFLOC
ROLE,column,NTSB,N1,ROLE,RLE,RL
RUMBINIT,column,NTSB,N2,RUMBLE_STRIP_IN_LANE,RUMBINIT,RMBL_LN
RUMBROAD,column,NTSB,N2,RUMBLE_STRIP_IN_ROAD,RUMBROAD,RMBL_RD
REPLICATE,column,NTSB,N1,REPLICATE,RPLICT,RPL
RRBC,column,NTSB,N3,RIGHT_REAR_BUMPER_CORNER,RR_BUMP_CORNR,RR_BC
RROH,column,NTSB,N3,RIGHT_REAR_OVERHANG,RR_OVRHNG,RR_OH
Series,column,NTSB,N1,Series,Ser,s
SEAT,table,NTSB,N1,SEAT,ST,S
Series2,column,NTSB,N1,Series2,Ser2,S_2
sysdiagrams,table,NTSB,N1,sysdiagrams,SysDiag,S_Diag
SIDEDOOR,column,NTSB,N1,SIDEDOOR,SD_DOOR,S_DR
SIDEGLAZ,column,NTSB,N2,SIDEGLAZING,SIDEGLAZ,S_GL
SILLHEIGHT,column,NTSB,N1,SILLHEIGHT,SLL_HT,S_H
SEATROW,column,NTSB,N1,SEATROW,STROW,S_R
SIDEROOF,column,NTSB,N1,SIDEROOF,SIDERF,S_RF
SEATTYPE,column,NTSB,N1,SEATTYPE,STTYPE,S_TYP
SHLDRWIDTH,column,NTSB,N2,SHOULDER_WIDTH,SHLDRWIDTH,S_WD
SAEAutomationLevel_from,column,NTSB,N2,StandardAutomotiveElectronicsAutomationLevel_from,SAEAutomationLevel_from,SAEAL_f
SAEAutomationLevel_to,column,NTSB,N2,StandardAutomotiveElectronicsAutomationLevel_to,SAEAutomationLevel_to,SAEAL_t
SemiAutoHeadlampBeamSwitching,column,NTSB,N1,SemiAutoHeadlampBeamSwitching,SemiAutoHeadlampBmSwtchng,SAHLBS
SemiAutoHeadlampBeamSwitchingID,column,NTSB,N1,SemiAutoHeadlampBeamSwitchingID,SemiAutoHeadlampBmSwtchngId,SAHLBS_ID
SeatBeltType,column,NTSB,N1,SeatBeltType,StBltTyp,SBTyp
SeatBeltTypeId,column,NTSB,N1,SeatBeltTypeId,StBltTypId,SBTypId
SCENEARR,column,NTSB,N2,CRASH_TO_EMS_ARRIVAL_AT_SCENE_TIME,SCENEARR,SCN_ARR
SCENEDEP,column,NTSB,N2,CRASH_TO_EMS_DEPART_SCENE_TIME,SCENEDEP,SCN_DEP
SEQUENCE,column,NTSB,N1,SEQUENCE,SEQNC,SEQ
SURFCOND,column,NTSB,N2,SURFACE_CONDITION,SURFCOND,SFC_CND
SURFTYPE,column,NTSB,N2,SURFACE_TYPE,SURFTYPE,SFC_TYP
SteeringLocation,column,NTSB,N1,SteeringLocation,Strng_loc,sloc
SteeringLocationId,column,NTSB,N1,SteeringLocationId,Strng_loc_id,slocID
SUMMARY,column,NTSB,N1,SUMMARY,SUMMRY,SMRY
SOE,column,NTSB,N3,SOURCE_OF_ENERGY,SRC_ENRGY,SOE
SPECUSE,column,NTSB,N2,VEHICLE_SPECIAL_USE,SPECUSE,SPC_U
SPEEDLIMIT,column,NTSB,N1,SPEEDLIMIT,SPD_LIM,SPD_L
SPINEDEGEN,column,NTSB,N2,SPINAL_DEGENERATION,SPINEDEGEN,SPN_DEGN
SUSPMODS,column,NTSB,N2,SUSPENSION_MODIFICATIONS,SUSPMODS,SPN_MD
SEATLOC,column,NTSB,N2,SEAT_LOCATION,SEATLOC,ST_LCN
STEERTELEADJ,column,NTSB,N2,STEERING_TELESCOPING_ADJUSTMENT,STEERTELEADJ,ST_TEL_ADJ
STEERTILTADJ,column,NTSB,N2,STEERING_TILT_ADJUSTMENT,STEERTILTADJ,ST_TLT_ADJ
STEERINGTYPE,column,NTSB,N1,STEERINGTYPE,STRNG_TYP,ST_TP
SeatsCount,column,NTSB,N1,SeatsCount,SeatCt,StCt
STRKHEIGHT,column,NTSB,N2,STRUCK_OBJECT_HEIGHT,STRKHEIGHT,STK_HGT
STRKLENGTH,column,NTSB,N2,STRUCK_OBJECT_LENGTH,STRKLENGTH,STK_LEN
STRKWIDTH,column,NTSB,N2,STRKWIDTH,STRKWIDTH,STK_WID
STRUSPEC,column,NTSB,N3,STRUCTURE_AIS_SPECIFIC,STRUCTR_AIS_SPECFC,STRUSPEC
STRUTYPE,column,NTSB,N3,STRUCTURE_AIS_TYPE,STRUCTR_AIS_TYP,STRUTYPE
SeatRowsCount,column,NTSB,N1,SeatRowsCount,SeatRowsCt,StRwCt
SEX,column,NTSB,N1,SEX,SEX,SX
SEATXBAG,table,NTSB,N1,SEATXBAG,STXBG,SXB
TIRE,table,NTSB,N1,TIRE,TR,T
TIREDAMAGE,table,NTSB,N1,TIREDAMAGE,TIRE_DAM,T_DAM
TETHERDESIGN,column,NTSB,N1,TETHERDESIGN,TETH_DSG,T_DES
TRAJDOC,column,NTSB,N2,TRAJECTORY_DOCUMENTATION,TRAJDOC,T_DOC
TIRELOC,column,NTSB,N2,TIRE_LOCATION,TIRELOC,T_LOC
TIREMANUF,column,NTSB,N2,TIRE_MANUFACTURER,TIREMANUF,T_MAN
TIREMODEL,column,NTSB,N1,TIREMODEL,TIREMODL,T_MOD
TIREPLAC,table,NTSB,N2,TIREPLACEMENT,TIREPLAC,T_PL
TREEPOLE,column,NTSB,N2,TREE_OR_POLE_CONDITION,TREEPOLE,T_POLE
TIRERESTR,column,NTSB,N2,TIRE_RESTRICTION,TIRERESTR,T_RES
TRANSTAT,column,NTSB,N2,TRANSPORT_STATUS,TRANSTAT,T_STAT
TIRESIZE,column,NTSB,N1,TIRESIZE,TIRESZ,T_SZ
TIRESIZETYPE,column,NTSB,N1,TIRESIZETYPE,TIRESZTYP,T_SZTP
TIRETREAD,column,NTSB,N1,TIRETREAD,TIRETRD,T_TRD
TETHERUSE,column,NTSB,N1,TETHERUSE,TETH_USE,T_USE
TruckBodyCabType,column,NTSB,N1,TruckBodyCabType,TrckBodCabTyp,TB_CB_T
TruckBodyCabTypeId,column,NTSB,N1,TruckBodyCabTypeId,TrckBodCabTypId,TB_CB_T_ID
TruckBedLengthIN,column,NTSB,N2,TruckBedLengthInches,TruckBedLengthIN,TB_L_IN
TruckBedType,column,NTSB,N1,TruckBedType,TrckBdTyp,TB_T
TruckBedTypeId,column,NTSB,N1,TruckBedTypeId,TrckBdTypId,TB_T_ID
TractionControl,column,NTSB,N1,TractionControl,TrctCtrl,TC
TractionControlId,column,NTSB,N1,TractionControlId,TrctCtrlId,TC_ID
TRAFFLOW,column,NTSB,N2,TRAFFICWAY_FLOW,TRAFFLOW,TFLOW
TIRETIN,column,NTSB,N3,TIRE_IDENTIFICATION_NUMBER,TIRE_ID_NO,TIRETIN
TRACKWIDTH,column,NTSB,N1,TRACKWIDTH,TRK_WDTH,TK_WD
TREATMENT,column,NTSB,N1,TREATMENT,TRTMT,TMT
TransmissionSpeeds,column,NTSB,N1,TransmissionSpeeds,TransSpds,TN_SP
TransmissionStyle,column,NTSB,N1,TransmissionStyle,TransStyl,TN_STY
TransmissionStyleId,column,NTSB,N1,TransmissionStyleId,TransStylId,TN_STY_ID
TPMS,column,NTSB,N3,TirePressureMonitoringSystem,TirePressMonitSys,TPMS
TPMSId,column,NTSB,N3,TirePressureMonitoringSystemId,TirePressMonitSysId,TPMSId
TRACK,column,NTSB,N1,TRACK,TRK,TR
Trim,column,NTSB,N1,Trim,Trm,TM
Trim2,column,NTSB,N1,Trim2,Trm2,Tr_2
TRAFDEV,column,NTSB,N3,TRAFFIC_CONTROL_DEVICE,TRFC_CTRL_DEV,TRAFDEV
TRAFFUNCT,column,NTSB,N3,TRAFFIC_CONTROL_DEVICE_FUNCTIONING,TRFC_CTRL_DEV_FUNCTN,TRAFFUNCT
TRANSMISSION,column,NTSB,N1,TRANSMISSION,TRNSMSN,TRNS
CTREAT,column,NTSB,N2,CRASH_TREATMENT,CTREAT,TRT
TopSpeedMPH,column,NTSB,N2,TopSpeedMilesPerHour,TopSpeedMPH,TS_MPH
TOWED,column,NTSB,N1,TOWED,TOWD,TW
TOWHITCH,column,NTSB,N1,TOWHITCH,TOWHTCH,TW_H
TrackWidthIN,column,NTSB,N2,TrackWidthInches,TrackWidthIN,TW_IN
UEW,column,NTSB,N3,UNDEFORMED_END_WIDTH,UNDFRM_END_WDTH,UEW
VERSION,column,NTSB,N1,VERSION,VERS,V
VEHCLASS,column,NTSB,N2,VEHCLASS,VEHCLASS,V_CLASS
VehicleDescriptor,column,NTSB,N1,VehicleDescriptor,VehDscriptn,V_Desc
VINJURED,column,NTSB,N2,INJURED_OCCUPANTS_IN_VEHICLE,VINJURED,V_INJ
VEHMEAS,table,NTSB,N2,VEHICLE_MEASUREMENTS,VEHMEAS,V_MEAS
VEHNO,column,NTSB,N2,VEHICLE_NUMBER,VEHNO,V_NO
VEHNUM,column,NTSB,N2,VEHICLENUMBER,VEHNUM,V_NUM
VEHSPEC,table,NTSB,N2,VEHICLE_SPECIFICATIONS,VEHSPEC,V_SP
VehicleType,column,NTSB,N1,VehicleType,VehType,V_Typ
VehicleTypeId,column,NTSB,N1,VehicleTypeId,VehTypeId,V_Typ_ID
VAIS,column,NTSB,N3,VEHICLE_ABBREVIATED_INJURY_SCALE,VEH_ABRV_INJ_SCL,VAIS
BatteryV_from,column,NTSB,N2,BatteryVoltage_from,BatteryV_from,VB_f
BatteryV_to,column,NTSB,N2,BatteryVoltage_to,BatteryV_to,VB_t
VEHICLES,column,NTSB,N1,VEHICLES,VHCLS,VH
VIN,column,NTSB,N3,VEHICLE_IDENTIFICATION_NUMBER,VEH_ID_NO,VIN
VINDecodeError,column,NTSB,N2,VehicleIdentificationNumberDecodeError,VINDecodeError,VIN_DEC_ERR
VINDecodedOn,column,NTSB,N2,VehicleIdentificationNumberDecodedOn,VINDecodedOn,VIN_DEC_ON
VINLENGTH,column,NTSB,N2,VEHICLE_IDENTIFICATION_NUMBER_LENGTH,VINLENGTH,VIN_LEN
VISS,column,NTSB,N3,VEHICLE_INJURY_SEVERITY_SCALE,VEH_INJ_SEV_SCAL,VISS
VPICBODYCLASS,column,NTSB,N3,VEHICLE_PRODUCT_INFORMATION_CATALOGUE_DECODE_BODYCLASS,VPICBODYCLASS,VPIC_BDY_CLS
VPICDECODE,table,NTSB,N2,VEHICLE_PRODUCT_INFORMATION_CATALOGUE_DECODE,VPICDECODE,VPIC_D
VPICMODEL,column,NTSB,N3,VEHICLE_PRODUCT_INFORMATION_CATALOGUE_DECODE_MODEL,VPICMODEL,VPIC_MDL
VPICMAKE,column,NTSB,N3,VEHICLE_PRODUCT_INFORMATION_CATALOGUE_DECODE_MAKE,VPICMAKE,VPIC_MK
VERTDOOR,column,NTSB,N2,VERTICALDOOR,VERTDOOR,VT_DR
VERTGLAZ,column,NTSB,N2,VERTICALGLAZING,VERTGLAZ,VT_GL
VERTROOF,column,NTSB,N2,VERTICALROOF,VERTROOF,VT_RF
VTREAT,column,NTSB,N2,TREATMENT_IN_VEHICLE,VTREAT,VTMT
WheelBaseIN_from,column,NTSB,N2,WheelBaseInches_from,WheelBaseIN_from,WbIn_f
WheelBaseIN_to,column,NTSB,N2,WheelBaseInches_to,WheelBaseIN_to,WbIn_t
WBLEFT,column,NTSB,N3,WHEELBASE_LEFT,WHLBS_LEFT,WBLEFT
WBRIGHT,column,NTSB,N3,WHEELBASE_RIGHT,WHLBS_RIGHT,WBRIGHT
WheelBaseType,column,NTSB,N1,WheelBaseType,WheelBaseTyp,WbTyp
WheelBaseTypeId,column,NTSB,N1,WheelBaseTypeId,WheelBaseTypID,WbTypId
WheelsCount,column,NTSB,N1,WheelsCount,WhlsCnt,WCnt
WHEELBASE,column,NTSB,N1,WHEELBASE,WHLBASE,WH_BS
