native_identifier,table_or_column,source_database,native_naturalness,N1_identifier,N2_identifier,N3_identifier
LineAcct,column,SBODemoUS,N2,row_gl_account,LineAcct,LAcct
LnkAddr,column,SBODemoUS,N2,link_address,LnkAddr,LAddr
LastAMeth,column,SBODemoUS,N2,last_accepted_method,LastAMeth,LAM
LineActTyp,column,SBODemoUS,N2,line_account_type,LineActTyp,LAT
LstByDsSum,column,SBODemoUS,N2,last_buy_distribute_sum,LstByDsSum,LBDsS
LaborItem,column,SBODemoUS,N1,LaborItem,LbrItem,LbItm
LangCode,column,SBODemoUS,N2,language_code,LangCode,Lg_Cd
LineCurr,column,SBODemoUS,N2,row_currency,LineCurr,Ln_Cr
LocCode,column,SBODemoUS,N2,location_code,LocCode,Lc_Cd
Local,column,SBODemoUS,N1,Local,Lcl,Lcl
LocalizId,column,SBODemoUS,N2,localization_identifier,LocalizId,LclzId
LstChkMsg,column,SBODemoUS,N2,last_checked_oilm_message,LstChkMsg,LCM
LndCstNum,column,SBODemoUS,N2,landed_cost_number,LndCstNum,LCN
Location,column,SBODemoUS,N1,Location,Lctn,Lctn
LangDesc,column,SBODemoUS,N2,language_description,LangDesc,LD
LeaderCode,column,SBODemoUS,N1,LeaderCode,LdrCode,LdCd
LnDataNum,column,SBODemoUS,N2,line_number_tax_data,LnDataNum,LDN
LineDitail,column,SBODemoUS,N2,row_details,LineDitail,LDtl
LogEntry,column,SBODemoUS,N1,LogEntry,LogEnt,LE
LstEvlDate,column,SBODemoUS,N2,last_reval_price_date,LstEvlDate,LED
LastExecDa,column,SBODemoUS,N2,last_execute_date,LastExecDa,LEDa
LstEvlPric,column,SBODemoUS,N2,last_evaluated_price,LstEvlPric,LEP
LnExcised,column,SBODemoUS,N2,line_excised,LnExcised,LEx
LetrFormat,column,SBODemoUS,N2,letter_format,LetrFormat,Lr_Fm
LocFields,column,SBODemoUS,N2,activate_localization_fields,LocFields,Lc_fl
Left,column,SBODemoUS,N1,Left,Lft,Lft
LogInstanc,column,SBODemoUS,N2,logInstance,LogInstanc,LgInst
LegalRef,column,SBODemoUS,N2,legal_reference,LegalRef,LgRef
LegalText,column,SBODemoUS,N1,LegalText,LglTxt,LgTxt
LstHndlMsg,column,SBODemoUS,N2,last_handled_oilm_message,LstHndlMsg,LHM
LogIns,column,SBODemoUS,N2,log_instance,LogIns,L_ins
LogInstac,column,SBODemoUS,N2,log_instance_history,LogInstac,Lg_in
LineID,column,SBODemoUS,N1,LineID,LnID,LID
LayerID,column,SBODemoUS,N1,LayerID,LyrID,LyID
LayerIDRef,column,SBODemoUS,N2,layer_id_reference,LayerIDRef,LIDRef
lindex,column,SBODemoUS,N2,location_index,lindex,Lidx
LineMnyFC,column,SBODemoUS,N3,line_money_functional_currency,lin_money_func_curr,LineMnyFC
LineMnyLC,column,SBODemoUS,N3,line_money_local_currency,lin_mon_loc_curr,LineMnyLC
LineMnySC,column,SBODemoUS,N3,line_money_system_currency,Rw_Ttl_Sc,LineMnySC
LinkItm,column,SBODemoUS,N2,linked_item,LinkItm,LItm
LinkAct_1,column,SBODemoUS,N2,domestic_accounts_receivable,LinkAct_1,LkAct1
LinkAct_2,column,SBODemoUS,N2,checks_received,LinkAct_2,LkAct2
LinkAct_21,column,SBODemoUS,N2,realized_exchange_diff_loss_link21,LinkAct_21,LkAct21
LinkAct_27,column,SBODemoUS,N2,automatic_reconciliation_diff,LinkAct_27,LkAct27
LinkAct_28,column,SBODemoUS,N2,period_end_closing_account,LinkAct_28,LkAct28
LinkAct_29,column,SBODemoUS,N2,other_receivable,LinkAct_29,LkAct29
LinkAct_3,column,SBODemoUS,N2,cash_on_hand,LinkAct_3,LkAct3
LinkAct_4,column,SBODemoUS,N2,Link_account_4,LinkAct_4,LkAct4
LinkAct_6,column,SBODemoUS,N2,customers_deduction_at_source,LinkAct_6,LkAct6
LinkArc,column,SBODemoUS,N2,linked_to_archived_document,LinkArc,LkArc
LockChk,column,SBODemoUS,N2,lock_checks_printing,LockChk,LkChk
Locked,column,SBODemoUS,N1,Locked,Lckd,Lck
Linked,column,SBODemoUS,N1,Linked,Lnkd,Lkd
LinkDate,column,SBODemoUS,N1,LinkDate,LnkDt,LkDt
LinkRsc,column,SBODemoUS,N2,linked_resource,LinkRsc,LkRsc
LinkTo,column,SBODemoUS,N1,LinkTo,LnkTo,LkTo
LeftLine,column,SBODemoUS,N1,LeftLine,LftLine,LL
LineMemo,column,SBODemoUS,N1,LineMemo,LnMemo,LM
LinManClsd,column,SBODemoUS,N2,line_was_closed_manually,LinManClsd,LMC
LstMsgDate,column,SBODemoUS,N2,last_build_message_date,LstMsgDate,LMD
LMargin,column,SBODemoUS,N2,left_margin,LMargin,LMgn
LocManTran,column,SBODemoUS,N2,lock_manual_transaction,LocManTran,LMT
LimitFrom,column,SBODemoUS,N1,LimitFrom,LmtFrom,LmtFm
LimitRtrns,column,SBODemoUS,N2,returns_limit,LimitRtrns,LmtRtrns
LastName,column,SBODemoUS,N1,LastName,LstName,LName
LotNumberF,column,SBODemoUS,N2,lot_number_from,LotNumberF,LNF
Language,column,SBODemoUS,N1,Language,Lngge,Lng
LineNum,column,SBODemoUS,N2,line_number,LineNum,LnNum
LineNumber,column,SBODemoUS,N1,LineNumber,LineNo,LnNo
LnsRpttAre,column,SBODemoUS,N3,num_lines_in_repetitive_area,num_lines_in_rep_area,LnsRpttAre
LotNumberT,column,SBODemoUS,N2,lot_number_to,LotNumberT,LNT
LocGSTN,column,SBODemoUS,N3,goods_services_tax_registration_number_of_location,gst_reg_num_of_loc,LocGSTN
LocGSTType,column,SBODemoUS,N3,goods_services_tax_regn_type_of_location,gst_regn_typ_of_loc,LocGSTType
LocMth,column,SBODemoUS,N3,reconciliation_lc,recon_lc,LocMth
LocStaGSTN,column,SBODemoUS,N3,goods_services_tax_state_code_location,gst_st_cd_loc,LocStaGSTN
LayerOutQ,column,SBODemoUS,N2,layer_out_quantity,LayerOutQ,LOQ
LastPosted,column,SBODemoUS,N1,LastPosted,LstPstd,LP
LastPurCur,column,SBODemoUS,N2,last_purchase_currency,LastPurCur,LPC
LatePyChrg,column,SBODemoUS,N2,interest_percentage_on_receivables,LatePyChrg,LtPyCh
LinePrjCod,column,SBODemoUS,N2,line_project,LinePrjCod,LnPj_C
LastPurDat,column,SBODemoUS,N2,last_purchase_date,LastPurDat,LPD
LPgFolioN,column,SBODemoUS,N2,last_page_folio_number,LPgFolioN,LPgFN
LastPurPrc,column,SBODemoUS,N2,last_purchase_price,LastPurPrc,LPP
LinePoPrss,column,SBODemoUS,N2,line_po_process,LinePoPrss,LnPP
LastPmnTyp,column,SBODemoUS,N2,last_payment_type,LastPmnTyp,LPT
LineRate,column,SBODemoUS,N1,LineRate,LnRt,LR
LastRevBal,column,SBODemoUS,N2,last_revaluation_balance,LastRevBal,LRB
LinesSum,column,SBODemoUS,N1,LinesSum,LnsSum,LS
LocStatCod,column,SBODemoUS,N2,state_code_of_location,LocStatCod,LSC
LstSalDate,column,SBODemoUS,N2,last_sale_date,LstSalDate,LSD
LineSeq,column,SBODemoUS,N2,row_sequence,LineSeq,LSeq
LastAValue,column,SBODemoUS,N2,last_accepted_value,LastAValue,LstAVal
LstBINMPr,column,SBODemoUS,N3,last_buy_inventory_journal_price,lbi_journal_price,LstBINMPr
LstByDsFc,column,SBODemoUS,N3,last_buy_distribute_sum_functional_currency,lbd_sum_fc,LstByDsFc
LstByDsSc,column,SBODemoUS,N3,last_buy_distribute_system_currency,lbd_sum,LstByDsSc
ListNum,column,SBODemoUS,N2,price_list_number,ListNum,LstNum
LastRemind,column,SBODemoUS,N2,last_reminder_date,LastRemind,LstRmd
LastRevDat,column,SBODemoUS,N2,last_revaluation_date,LastRevDat,LstRvDt
LastSlp,column,SBODemoUS,N2,last_sales_employee,LastSlp,LstSlp
LeadTime,column,SBODemoUS,N1,LeadTime,LdTime,Ld_T
LineTotal,column,SBODemoUS,N1,LineTotal,LnTotal,Ln_T
LineText,column,SBODemoUS,N1,LineText,LnTxt,Ln_tx
LineType,column,SBODemoUS,N1,LineType,LnType,Ln_tp
LocTotal,column,SBODemoUS,N2,local_currency_total,LocTotal,Lc_to
LocType,column,SBODemoUS,N2,location_type,LocType,lc_ty
LicTradNum,column,SBODemoUS,N2,licenced_trader_number,LicTradNum,LTN
Letter,column,SBODemoUS,N1,Letter,Ltr,Ltr
LetterFee,column,SBODemoUS,N1,LetterFee,LtrFee,LtrFee
LetterFrmt,column,SBODemoUS,N2,letterFormat,LetterFrmt,LtrFmt
LetterNum,column,SBODemoUS,N2,tax_exemption_letter_number,LetterNum,LtrNum
LastUpdate,column,SBODemoUS,N1,LastUpdate,LstUpdt,LU
LstUpdDate,column,SBODemoUS,N2,last_update_date,LstUpdDate,LsUD
LvlUpdDate,column,SBODemoUS,N2,dunning_level_update_date,LvlUpdDate,LvUD
LstUpdTime,column,SBODemoUS,N2,last_update_time,LstUpdTime,LUT
LineVendor,column,SBODemoUS,N1,LineVendor,LnVndr,LV
LineVat,column,SBODemoUS,N2,line_value_added_tax,LineVat,LVat
LineVatS,column,SBODemoUS,N2,line_value_added_tax_system_currency,LineVatS,LVatS
LineVatlF,column,SBODemoUS,N2,line_value_added_tax_functional_currency,LineVatlF,LVF
Level,column,SBODemoUS,N1,Level,Levl,Lvl
Levels,column,SBODemoUS,N1,Levels,Levls,Lvls
LevelNum,column,SBODemoUS,N2,level_number,LevelNum,LvlNum
LstVatNo,column,SBODemoUS,N2,lst_vat_number,LstVatNo,LVN
LVARetire,column,SBODemoUS,N2,low_value_asset_retirement,LVARetire,LVRtr
LYPmtAt,column,SBODemoUS,N3,last_years_payments,lst_yrs_pymnts,LYPmtAt
LYPmtAtFC,column,SBODemoUS,N3,summary_tax_report_date,summ_tax_rpt_date,LYPmtAtFC
LYPmtAtSC,column,SBODemoUS,N3,last_years_payments_sc,Lst_Yr_Pay_Sc,LYPmtAtSC
LayerInQty,column,SBODemoUS,N2,layer_in_quantity,LayerInQty,LyrInQty
ModifyDate,column,SBODemoUS,N1,ModifyDate,ModDt,M_Date
MenuEnable,column,SBODemoUS,N1,MenuEnable,MenuEnbl,M_Enb
MessageId,column,SBODemoUS,N1,MessageId,MsgId,M_Id
ModelName,column,SBODemoUS,N1,ModelName,MdlNm,M_Nm
Month1,column,SBODemoUS,N1,Month1,Mnth1,M1
Month10,column,SBODemoUS,N1,Month10,Mnth10,M10
Max1099,column,SBODemoUS,N2,max_1099_amount,Max1099,M1099
Month11,column,SBODemoUS,N1,Month11,Mnth11,M11
Month12,column,SBODemoUS,N1,Month12,Mnth12,M12
Month2,column,SBODemoUS,N1,Month2,Mnth2,M2
Month3,column,SBODemoUS,N1,Month3,Mth3,M3
Month4,column,SBODemoUS,N1,Month4,Mth4,M4
Month5,column,SBODemoUS,N1,Month5,Mth5,M5
Month6,column,SBODemoUS,N1,Month6,Mth6,M6
Month7,column,SBODemoUS,N1,Month7,Mnth7,M7
Month8,column,SBODemoUS,N1,Month8,M8,M8
Month9,column,SBODemoUS,N1,Month9,Mnth9,M9
MainArea,column,SBODemoUS,N1,MainArea,MnArea,MA
MaxAmntBOE,column,SBODemoUS,N2,max_amount_bill_of_exchange,MaxAmntBOE,MABOE
MailAddres,column,SBODemoUS,N2,ship_to_street,MailAddres,MAddres
Mandatory,column,SBODemoUS,N1,Mandatory,Mandtry,Mand
MailAddrTy,column,SBODemoUS,N2,ship_to_address_type,MailAddrTy,MAT
MaxTAmt,column,SBODemoUS,N3,max_taxable_amount,max_tax_amt,MaxTAmt
MaxTAmtFC,column,SBODemoUS,N3,max_taxable_amount_functional_currency,Max_Tax_Amt_FC,MaxTAmtFC
MaxTAmtSC,column,SBODemoUS,N3,max_taxable_amount_sc,Max_Tax_Amt_SC,MaxTAmtSC
MailBlock,column,SBODemoUS,N1,MailBlock,MlBlk,MBk
MrkrBlue,column,SBODemoUS,N2,bold_blue,MrkrBlue,MkrB
MinBlnCurr,column,SBODemoUS,N2,min_balance_currency,MinBlnCurr,MBC
MsgBody,column,SBODemoUS,N2,message_body,MsgBody,MBdy
Mobil,column,SBODemoUS,N1,Mobil,Mobl,Mbl
mobile,column,SBODemoUS,N1,mobile,mbil,mb
MailBuildi,column,SBODemoUS,N2,ship_to_building_floor_room,MailBuildi,MBldg
ManBtchNum,column,SBODemoUS,N2,manage_batch_number,ManBtchNum,MBN
MainBPL,column,SBODemoUS,N2,main_business_partner_location,MainBPL,MBPL
member,column,SBODemoUS,N1,member,mbr,mbr
MailCountr,column,SBODemoUS,N2,mail_to_country,MailCountr,MlCtr
MailCounty,column,SBODemoUS,N1,MailCounty,MailCty,MlCty
MailCity,column,SBODemoUS,N1,MailCity,MlCity,MlCy
ManuCode,column,SBODemoUS,N1,ManuCode,MnCd,MC
MsnCode,column,SBODemoUS,N2,material_requirements_planning_scenario_code,MsnCode,Msn_C
MoveChk1,column,SBODemoUS,N2,move_check1,MoveChk1,MC1
MoveChk2,column,SBODemoUS,N2,move_check_2,MoveChk2,MC2
MinCashDis,column,SBODemoUS,N2,min_cash_discount,MinCashDis,MCD
Match,column,SBODemoUS,N1,Match,Mtch,Mch
MaxChkLine,column,SBODemoUS,N2,maximum_lines,MaxChkLine,MCL
MonthDays,column,SBODemoUS,N1,MonthDays,MnthDays,MnDy
MsgDate,column,SBODemoUS,N2,message_log_date,MsgDate,Msg_D
MthDate,column,SBODemoUS,N2,reconciliation_date,MthDate,Mth_D
maDecBase,column,SBODemoUS,N2,reduce_depreciation_base,maDecBase,MDB
MdAbsEntry,column,SBODemoUS,N2,md_abs_entry,MdAbsEntry,MDEntry
MIDateFrom,column,SBODemoUS,N2,monthly_invoice_issued_date_from,MIDateFrom,MDF
Model,column,SBODemoUS,N1,Model,Mdl,Md
Module,column,SBODemoUS,N1,Module,Mdul,Mdl
ModelAuth,column,SBODemoUS,N2,model_author,ModelAuth,MdlAuth
MaxDepr,column,SBODemoUS,N2,maximum_depreciable_value,MaxDepr,MDp
MaxDscn,column,SBODemoUS,N2,maximum_discount,MaxDscn,MDscn
ManDprType,column,SBODemoUS,N2,manual_depreciation_type,ManDprType,Man_DT
MIDateTo,column,SBODemoUS,N2,monthly_invoice_issued_date_to,MIDateTo,MDT
MandatDate,column,SBODemoUS,N2,date_of_mandate_expiration,MandatDate,MdtDt
MonEnabled,column,SBODemoUS,N2,monday_enabled,MonEnabled,Mon_Enb
MonEnd,column,SBODemoUS,N2,monday_end,MonEnd,Mon_E
MainField,column,SBODemoUS,N1,MainField,MnFld,MF
manufDate,column,SBODemoUS,N2,manufacture_date,manufDate,Mfg_dt
MnfDate,column,SBODemoUS,N2,manufacturing_date,MnfDate,MfDt
Mnfacturer,column,SBODemoUS,N2,manufacturer,Mnfacturer,Mfr
MfrSerailF,column,SBODemoUS,N3,manufacturer_serial_number_from,mfr_serial_num_from,MfrSerailF
MfrSerailT,column,SBODemoUS,N3,manufacturer_serial_number_to,mfr_serial_num_to,MfrSerailT
ManufSN,column,SBODemoUS,N2,manufacturer_serial_no,ManufSN,MfSN
MYFType,column,SBODemoUS,N2,myf_type,MYFType,MFT
MatGrp,column,SBODemoUS,N2,material_group,MatGrp,MG
ManagedBy,column,SBODemoUS,N1,ManagedBy,Mngd_By,MgdBy
MagnetStr,column,SBODemoUS,N2,magnetic_stripe_content,MagnetStr,MgntStr
Manager,column,SBODemoUS,N1,Manager,Mngr,Mgr
MgrByQty,column,SBODemoUS,N3,manage_asset_by_quantity,mng_asset_by_qty,MgrByQty
MinHeadCL,column,SBODemoUS,N2,minor_head_of_challan,MinHeadCL,MHCL
MaxIncom,column,SBODemoUS,N2,max_incoming_amount,MaxIncom,Mx_IC
MinIntrst,column,SBODemoUS,N2,min_interest_letter_amount,MinIntrst,Mn_Int
MandateID,column,SBODemoUS,N1,MandateID,MandID,Md_ID
MenuID,column,SBODemoUS,N1,MenuID,MenID,MnID
MerchantID,column,SBODemoUS,N1,MerchantID,MchID,Mc_ID
MInvDate,column,SBODemoUS,N2,monthly_invoice_date,MInvDate,MID
MIEntry,column,SBODemoUS,N2,mi_entry_include_payment_recon,MIEntry,MIEn
MemoIn,column,SBODemoUS,N2,details_contained,MemoIn,M_ln
MInvNum,column,SBODemoUS,N2,monthly_invoice_number,MInvNum,MIN
MinAmntBOE,column,SBODemoUS,N3,min_amount_bill_of_exchange,min_amt_boe,MinAmntBOE
MinOrdrQty,column,SBODemoUS,N3,minimum_order_quantity,min_ord_qty,MinOrdrQty
MinPayAP,column,SBODemoUS,N3,minimum_outgoing_payment,min_out_payment,MinPayAP
MinPayAR,column,SBODemoUS,N3,min_incoming_payment,min_in_payment,MinPayAR
MinTAmt,column,SBODemoUS,N3,min_taxable_amount,min_tax_amt,MinTAmt
MinTAmtFC,column,SBODemoUS,N3,min_taxable_amount_functional_currency,Min_Tax_Amt_FC,MinTAmtFC
MinTAmtSC,column,SBODemoUS,N3,min_taxable_amount_sc,Min_Tax_Amt_SC,MinTAmtSC
MIType,column,SBODemoUS,N2,mi_type_include_payment_recon,MIType,MITp
MIVDateFro,column,SBODemoUS,N2,ap_monthly_invoice_date_from,MIVDateFro,MIVDFro
MIVDateTo,column,SBODemoUS,N2,ap_monthly_invoice_date_to,MIVDateTo,MIVDtTo
MIVEntry,column,SBODemoUS,N2,ap_monthly_invoice,MIVEntry,MIVEnt
MIVNumFrom,column,SBODemoUS,N2,ap_monthly_invoice_number_from,MIVNumFrom,MIVNF
MivzExpSts,column,SBODemoUS,N3,mivzak_export_status,mivzak_exp_stat,MivzExpSts
ManualJE,column,SBODemoUS,N2,manual_journal_entry,ManualJE,MJ
major,column,SBODemoUS,N1,major,mjr,mjr
MunKey,column,SBODemoUS,N2,municipality_key,MunKey,MK
MKEnabled,column,SBODemoUS,N2,highlight_enabled,MKEnabled,MKEnd
MrkrGreen,column,SBODemoUS,N2,bold_green,MrkrGreen,MkGrn
MrkrRed,column,SBODemoUS,N2,bold_red,MrkrRed,MkRd
MultiLink,column,SBODemoUS,N1,MultiLink,MltLnk,ML
MaxLdTime,column,SBODemoUS,N2,maximum_cumulative_lead_time,MaxLdTime,MLT
MltMthNum,column,SBODemoUS,N3,last_multi_reconciliation_number,last_multi_rec_num,MltMthNum
Multiple,column,SBODemoUS,N1,Multiple,Multpl,Mltpl
MainMenu,column,SBODemoUS,N1,MainMenu,MainMn,Mn_M
Memo,column,SBODemoUS,N1,Memo,Mem,Mm
MonthMode,column,SBODemoUS,N1,MonthMode,MnthMode,MthMd
MultMatch,column,SBODemoUS,N2,multiple_business_partner_reconciliation_no,MultMatch,Mlt_M
MovMenuTo,column,SBODemoUS,N2,target_position_menu_move,MovMenuTo,MMT
MetaName,column,SBODemoUS,N1,MetaName,MtaNm,MN
MinAmount,column,SBODemoUS,N2,minimum_taxable_amount,MinAmount,MnAmt
MinBalance,column,SBODemoUS,N2,minimum_balance,MinBalance,MnBal
MenuDesc,column,SBODemoUS,N2,menu_description,MenuDesc,MnDsc
MINumFrom,column,SBODemoUS,N2,monthly_invoice_number_from,MINumFrom,MNF
MnufctTime,column,SBODemoUS,N2,production_date_in_days,MnufctTime,MnfctTm
MnfSerial,column,SBODemoUS,N2,manufacturer_serial_number,MnfSerial,MnfSer
MngMethod,column,SBODemoUS,N2,management_method,MngMethod,MngMthd
ManageSnB,column,SBODemoUS,N2,drop_ship_manage_snb,ManageSnB,MngSnB
ManageWTax,column,SBODemoUS,N2,manage_withholding_tax,ManageWTax,MngWTax
ManualChk,column,SBODemoUS,N2,manual_check,ManualChk,MnlChk
ManualNum,column,SBODemoUS,N2,manual_entry_number,ManualNum,MnlNum
MinLevel,column,SBODemoUS,N2,minimum_qty,MinLevel,MnLvl
middleName,column,SBODemoUS,N1,middleName,MdlName,mNm
MNU_ID,column,SBODemoUS,N3,menu_id,m_id,MNU_ID
MinOrder,column,SBODemoUS,N2,min_order,MinOrder,Mn_Or
MaxOutgo,column,SBODemoUS,N1,MaxOutgo,MxOutgo,Mx_Og
MaxOccur,column,SBODemoUS,N2,max_occurrences,MaxOccur,MOcc
Monday,column,SBODemoUS,N1,Monday,Mon,Mon
ManOutOnly,column,SBODemoUS,N2,manage_sn_on_exit,ManOutOnly,MOO
MaxReqr,column,SBODemoUS,N2,number_of_authorizers,MaxReqr,MR
MatchRef,column,SBODemoUS,N2,reconciliation_reference,MatchRef,MRef
MaxRejReqr,column,SBODemoUS,N2,number_of_rejects,MaxRejReqr,MRR
martStatus,column,SBODemoUS,N2,marital_status,martStatus,MrtSts
MonStart,column,SBODemoUS,N2,monday_start,MonStart,Mon_st
MaxSum,column,SBODemoUS,N1,MaxSum,MxSum,Mx_sm
Message,column,SBODemoUS,N1,Message,Msg,Msg
MaxSumLoc,column,SBODemoUS,N2,local_potential_amount,MaxSumLoc,Mx_sm_L
MinStckLvl,column,SBODemoUS,N2,minimum_inventory_level,MinStckLvl,MSL
MailStrNo,column,SBODemoUS,N2,ship_to_street_no,MailStrNo,MlSN
ManSerNum,column,SBODemoUS,N2,serial_number_management,ManSerNum,MSN
MSN1,table,SBODemoUS,N3,material_requirements_planning_scenarios_warehouses_array,mrp_scn_wrhs_arr,MSN1
MSN2,table,SBODemoUS,N3,material_requirements_planning_run_results,MRP_Rn_Rslts,MSN2
MSN3,table,SBODemoUS,N3,material_requirements_planning_pegging_information,mrp_peg_info,MSN3
MSN4,table,SBODemoUS,N3,material_requirements_planning_scenarios_items_array,mrp_scn_items_arr,MSN4
MSN5,table,SBODemoUS,N3,material_requirements_planning_specific_document,mrp_spec_doc,MSN5
MemoSng,column,SBODemoUS,N2,memo_single_run_capacity,MemoSng,MSng
MemoSrc,column,SBODemoUS,N2,memo_source,MemoSrc,MmSrc
MsgSource,column,SBODemoUS,N2,message_source_id,MsgSource,MSrc
MaxSumSys,column,SBODemoUS,N2,system_potential_amount,MaxSumSys,MxSS
MemoSrcSng,column,SBODemoUS,N2,memo_source_single_run_capacity,MemoSrcSng,MSS
MinStock,column,SBODemoUS,N2,minimum_inventory,MinStock,MStk
MatType,column,SBODemoUS,N2,material_type,MatType,Mat_T
MINumTo,column,SBODemoUS,N2,monthly_invoice_number_to,MINumTo,MIN_T
MeansType,column,SBODemoUS,N1,MeansType,MnsType,Mns_Tp
MsgTime,column,SBODemoUS,N2,message_log_time,MsgTime,M_tm
MsgType,column,SBODemoUS,N2,message_type,MsgType,M_ty
MoveTo_1,column,SBODemoUS,N2,move_to_1,MoveTo_1,MT1
MoveTo_2,column,SBODemoUS,N1,MoveTo_2,MvTo_2,MT2
Month,column,SBODemoUS,N1,Month,Mnth,Mth
MTHCounter,column,SBODemoUS,N2,match_history_counter,MTHCounter,MTHCtr
Method,column,SBODemoUS,N1,Method,Mthd,Mthd
MonthPrcnt,column,SBODemoUS,N2,annual_budget_percentage,MonthPrcnt,MthPct
MeaUnit,column,SBODemoUS,N2,measurement_unit,MeaUnit,Ms_U
MainUsage,column,SBODemoUS,N1,MainUsage,MnUsage,MU
MenuUID,column,SBODemoUS,N2,menu_uid,MenuUID,MUID
ModelVer,column,SBODemoUS,N2,model_version,ModelVer,MVer
MovmntCode,column,SBODemoUS,N2,movement_code,MovmntCode,MvmtCd
MoveNeg,column,SBODemoUS,N2,move_if_negative,MoveNeg,MvNeg
MIVNumTo,column,SBODemoUS,N2,ap_monthly_invoice_number_to,MIVNumTo,MVT
MaxWeight1,column,SBODemoUS,N1,MaxWeight1,MxWt1,MW1
MaxWeight2,column,SBODemoUS,N1,MaxWeight2,MxWt2,MW2
MaxAmount,column,SBODemoUS,N1,MaxAmount,MaxAmt,MxAmt
MaxLevel,column,SBODemoUS,N1,MaxLevel,MxLvl,MxLvl
MaxStock,column,SBODemoUS,N1,MaxStock,MxStk,MxStk
MailZipCod,column,SBODemoUS,N2,ship_to_zip_code,MailZipCod,MZC
Num,column,SBODemoUS,N2,document_quantity_limit,Num,N
NextTime,column,SBODemoUS,N1,NextTime,NxtTime,N_Tm
Notes1,column,SBODemoUS,N1,Notes1,Nts1,N1
Notes2,column,SBODemoUS,N1,Notes2,Nts2,N2
NoAutoAllc,column,SBODemoUS,N2,exclude_from_auto_allocation_on_issue,NoAutoAllc,NAA
NewAstCls,column,SBODemoUS,N2,new_asset_class,NewAstCls,Nw_AC
NumAtCard,column,SBODemoUS,N1,NumAtCard,NumAtCd,NAC
NdAcct,column,SBODemoUS,N2,non_deduct_account,NdAcct,NAcct
NatOfBiz,column,SBODemoUS,N3,nature_of_business,Ntr_of_Bsns,NatOfBiz
NegBalBP,column,SBODemoUS,N2,include_negative_balance_business_partner,NegBalBP,NBBP
netBefDisc,column,SBODemoUS,N2,net_before_discount_sum,netBefDisc,NBD
Number,column,SBODemoUS,N1,Number,Numb,Nbr
NbSbAmntFC,column,SBODemoUS,N3,wtax_non_subject_amount_functional_currency,Wtax_Non_Subj_Amt_FC,NbSbAmntFC
NbSbVAtFC,column,SBODemoUS,N3,wtax_amount_vat_exempt,wtax_amt_vat_exempt,NbSbVAtFC
NumCopy,column,SBODemoUS,N1,NumCopy,NCopy,NC
NegCountry,column,SBODemoUS,N2,negative_payment_bank_country,NegCountry,Ng_Cty
nChildren,column,SBODemoUS,N2,number_of_children,nChildren,nChld
NCMCode,column,SBODemoUS,N3,nomenclatura_comum_mercosul_code,Ncm_Cd,NCMCode
NCorrInv,column,SBODemoUS,N3,next_correcting_document,nxt_corr_doc,NCorrInv
NCP1,table,SBODemoUS,N3,new_cockpit_tile,n_cockpit_tile,NCP1
NextDeu,column,SBODemoUS,N2,next_execution_date,NextDeu,Nx_D
NoDiscount,column,SBODemoUS,N2,no_discounts,NoDiscount,ND
NorDueDate,column,SBODemoUS,N2,non_prd_order_doc_due_date,NorDueDate,NDD
NoDocSum,column,SBODemoUS,N2,non_calculated_amount,NoDocSum,NDS
NoDocSumFC,column,SBODemoUS,N2,non_calculated_amount_functional_currency,NoDocSumFC,NDSFC
NoDocSumSy,column,SBODemoUS,N2,non_invoiced_system_amount,NoDocSumSy,NDSy
NfePrntFo,column,SBODemoUS,N3,nfe_printing_format,nfe_prnt_frmt,NfePrntFo
NFeRcpn,column,SBODemoUS,N3,nfe_recipient,nfe_rcpnt,NFeRcpn
NfRef,column,SBODemoUS,N3,nf_reference,NF_Ref,NfRef
NegativPym,column,SBODemoUS,N2,negative_payment_method_code,NegativPym,NgtvPym
NetIncome,column,SBODemoUS,N1,NetIncome,NetInc,N_IC
NINum,column,SBODemoUS,N2,national_insurance_number,NINum,NIN
NegInvAdjs,column,SBODemoUS,N2,negative_inventory_adjustment_value,NegInvAdjs,NIA
NumInBuy,column,SBODemoUS,N2,number_of_items_per_purchase_unit,NumInBuy,NIB
NewItemCod,column,SBODemoUS,N2,new_item_code,NewItemCod,NIC
NumInCnt,column,SBODemoUS,N2,number_of_items_per_counting_unit,NumInCnt,Num_IC
NoInvtryMv,column,SBODemoUS,N2,without_inventory_movement,NoInvtryMv,NIM
NumInSale,column,SBODemoUS,N2,number_of_items_per_sales_unit,NumInSale,NIS
NumLayPage,column,SBODemoUS,N2,number_of_layout_pages,NumLayPage,NLP
Name,column,SBODemoUS,N1,Name,Nm,Nm
NextNum,column,SBODemoUS,N2,next_number,NextNum,NN
NnSbAmnt,column,SBODemoUS,N3,wtax_non_subject_amount,wtax_non_subj_amt,NnSbAmnt
NnSbAmntSC,column,SBODemoUS,N3,wtax_non_subject_amount_sc,Wtax_Non_Subj_Amt_Sc,NnSbAmntSC
NnSbVAt,column,SBODemoUS,N3,nonstandard_value_added_tax_field,nonstd_vat_field,NnSbVAt
NnSbVAtSC,column,SBODemoUS,N3,value_added_tax_system_currency,tax_inv_rpt_date,NnSbVAtSC
NumOfCheck,column,SBODemoUS,N1,NumOfCheck,NumOfChk,NOC
