text,category,label
AUTHGRPID,N2,1
authID,N2,1
AuthLName,N2,1
AuthName,N2,1
Author_or_Editor,N1,0
Author_org,N2,1
Author_org_name,N2,1
Author_phone,N1,0
author_tutor_ATB,N2,1
authOrder,N1,0
authorName,N1,0
AuthPwd,N2,1
AuthRelat,N2,1
AuthType,N1,0
AuthUpdDat,N2,1
AuthUser,N2,1
AutoAddPkg,N2,1
AutoAddUoM,N2,1
AutoATP,N2,1
AutoBatch,N1,0
autoCreate,N1,0
AutoCrIns,N2,1
AutoPedestrianAlertingSound,N1,0
AutoPost,N1,0
AutoResWhs,N2,1
AutoReverseSystem,N1,0
AutoReverseSystemId,N1,0
AutoRmk,N2,1
AutoStorno,N2,1
AutoUpdt,N2,1
AutoVat,N2,1
AutoWT,N2,1
Average,N1,0
Average_Attendance,N1,0
AvrageLate,N2,1
Award,N1,0
award_id,N1,0
AxleConfigurationId,N1,0
AxlesCount,N1,0
B1BuzzEb,N2,1
B1SalesApp,N2,1
B1Server,N2,1
B1SgtEb,N3,2
B1SrvcApp,N3,2
B1Task,N2,1
B1Ver,N3,2
B1Version,N2,1
B1WFInstId,N3,2
BA_AP_From,N3,2
BA_AR_From,N3,2
BACKBPILL,N2,1
BACKLIGHT,N1,0
BackOrdr,N2,1
Backup_prompt_startup,N1,0
BackupCamera,N1,0
BackupCameraID,N1,0
BackwardLabel,N1,0
BAGDAMSOURCE,N2,1
BAGDEPLOY,N1,0
BAGDVEST,N2,1
BAGDVLAT,N3,2
BAGDVLONG,N3,2
BAGDVRANK,N2,1
BAGDVSPEED,N2,1
BAGDVTOTAL,N2,1
BAGFLAPSOPEN,N1,0
BAGMALFUNCTION,N1,0
BAGNO,N2,1
BAGSTATUS,N1,0
BAGTYPE,N1,0
Balance,N1,0
BalanceA,N2,1
BalanceAcc,N2,1
BalanceFC,N2,1
BalanRefF,N2,1
BalanTemp,N2,1
BalanUdfF,N3,2
BalaType,N2,1
BalCurr,N2,1
BalDirect,N2,1
BalDueCred,N2,1
BalDueSC,N2,1
BalFcDeb,N2,1
BalInvntAc,N2,1
ballots,N1,0
BalScCred,N2,1
Bandmate,N1,0
BandmateId,N1,0
bankAcount,N1,0
bankBranNo,N2,1
BankCode,N1,0
BankCollec,N2,1
BankDet,N2,1
BankMatch,N1,0
BankName,N1,0
BankNum,N2,1
BankTo,N1,0
BankTransf,N2,1
BAOpPDN,N3,2
BarCode,N1,0
BarcodeNum,N2,1
Base,N1,0
BASE_NUM,N2,1
BASE_REF,N2,1
BaseAbsId,N2,1
BaseAmnt,N2,1
BaseAmntSC,N2,1
BaseAmt,N2,1
BaseApldFC,N2,1
BaseApldSC,N2,1
BaseAppld,N2,1
BaseAtCard,N1,0
BaseChildN,N2,1
BaseCurr,N2,1
BaseDisc,N2,1
BaseDiscFc,N2,1
BaseDiscPr,N2,1
BaseDLN,N2,1
BaseDocDat,N2,1
BaseDocEn,N2,1
BaseDocNum,N2,1
BaseDocTyp,N2,1
BaseDue,N1,0
BaseEntry,N1,0
BaseEqFc,N2,1
BasEffDate,N2,1
BaseGross,N1,0
BaseGrossF,N2,1
BaseGrossS,N2,1
BaseGrs,N2,1
BaseGrsSc,N3,2
BaseId,N1,0
BaseLine,N1,0
BaseLineId,N1,0
BaseLinNum,N2,1
BaseLnNum,N2,1
BaseMin,N2,1
BaseMinFc,N2,1
BaseNetFc,N2,1
BaseNetSc,N2,1
BaseNetSum,N2,1
BaseNum,N2,1
BaseObjArr,N2,1
BaseObject,N2,1
BaseOpnQty,N1,0
BasePaidSC,N2,1
BasePLNum,N2,1
BasePrice,N1,0
BaseQtyDen,N2,1
BaseQtyNum,N2,1
BaseQUT,N2,1
BaseRate,N1,0
BaseRDN,N2,1
BaseRef,N2,1
BaseResINV,N2,1
BaseRowNum,N2,1
BaseSeq,N2,1
BaseSum,N2,1
BaseSumFc,N2,1
BaseSumFrg,N2,1
BaseTotal,N1,0
BaseType,N1,0
BaseUnit,N1,0
BaseUom,N2,1
BaseVatFc,N2,1
BaseVatSum,N2,1
BaseVtAt,N2,1
BaseVtAtSC,N2,1
BasRvsChrg,N2,1
BasRvsSc,N3,2
BatAttr1F,N2,1
BatchFrom,N1,0
BatchQt,N2,1
BatchSerPr,N2,1
BatchTo,N1,0
bathroom_count,N1,0
BATo,N3,2
bats,N1,0
BatteryA_from,N2,1
BatteryA_to,N2,1
BatteryCellsPerModule,N1,0
BatteryV_from,N2,1
bba,N3,2
BC_P_0,N3,2
BC_P_5,N3,2
BCACode,N2,1
BcdCode,N2,1
BcdEntDft,N3,2
BcdName,N2,1
BcgPcnt,N3,2
BcgPmnt,N3,2
BcgPmntFc,N3,2
BcgSum,N3,2
BcgSumFC,N3,2
BcgVatPcnt,N3,2
BCodeDateV,N2,1
Bdate,N2,1
BdgtDflt,N2,1
BdgtPDNDoc,N3,2
BdgtPORDoc,N3,2
BdgtPRQDOC,N3,2
BdgtScenar,N2,1
bedroom_count,N1,0
beds,N1,0
bedType,N1,0
BefAppl,N2,1
BefScript,N2,1
BeginningDate,N1,0
Below_Permanent_Identifier,N1,0
BELTANCHOR,N1,0
BELTANCHORINSP,N2,1
BELTAVAIL,N2,1
BELTAVAILINSP,N2,1
BELTGUIDEINSP,N2,1
BELTLAPPOS,N2,1
BELTMALF,N2,1
BELTMALFUNCTIONINSP,N2,1
BELTPOSDEVPRES,N3,2
BELTPOSDEVPRESINSP,N2,1
BELTPOSDEVUSE,N3,2
BELTROUT,N1,0
BELTSHLPOS,N3,2
BELTUSE,N1,0
BELTUSEINSP,N2,1
BenSampID,N2,1
Benthos_SampleArea_m2,N2,1
Benthos_SampleType,N1,0
BENTHOS_TotalAreaSampled_m2,N2,1
BeverGrpC,N2,1
BeverTM,N2,1
BExpVal,N2,1
BfDcntSum,N2,1
BfDcntSumF,N3,2
BfDcntSumS,N3,2
BfNetDcntF,N3,2
BfNetDcntS,N3,2
BFType,N2,1
BgdName,N2,1
BGGreen,N2,1
BGRed,N2,1
BHght1Unit,N2,1
BHght2Unit,N2,1
bid,N1,0
Big Game,N1,0
Big_Silver,N1,0
bike_id,N1,0
bikes_available,N1,0
Bill,N1,0
BillableTm,N2,1
BillAmount,N1,0
BillDate,N1,0
billing_address,N1,0
billing_city,N1,0
billing_country,N1,0
billing_state,N1,0
BillingCity,N1,0
BillingCountry,N1,0
BillingPostalCode,N1,0
BillingState,N1,0
BillOfLad,N2,1
BillToDef,N2,1
BillToOW,N2,1
BillType,N1,0
BinActivat,N2,1
BinAttr10F,N3,2
BinAttr10T,N3,2
BinAttr2F,N3,2
BinAttr3F,N3,2
BinAttr5F,N3,2
BinAttr5To,N3,2
BinAttr6To,N3,2
BinAttr7To,N3,2
BinAttr8F,N3,2
BinAttr8To,N3,2
BinAttr9To,N3,2
Bind,N1,0
BinEntry,N1,0
BinLocFrom,N2,1
BinLocTo,N2,1
BinNegQty,N2,1
BinSbl1F,N3,2
BinSbl1To,N3,2
BinSbl2F,N3,2
BinSbl3To,N3,2
BinSbl4F,N3,2
BIOD_ENTRY,N2,1
BIOD_QN,N3,2
BiodataShortName,N1,0
BiodataTaxonHybrid,N2,1
BiodataTaxonName,N2,1
BiodataTaxonProvisional,N2,1
birth_country,N1,0
Birth_Date,N1,0
birth_month,N1,0
birth_state,N1,0
birth_year,N1,0
BirthCity,N1,0
birthDate,N1,0
Birthday,N1,0
BirthState,N1,0
BisBnkAcKy,N3,2
BISRBnkAc,N3,2
BISRBnkCd,N3,2
BISRBranch,N2,1
BitmapPath,N1,0
BkPrpsInd,N3,2
Black,N1,0
BlankNo,N2,1
BlckFrOnly,N2,1
BlcNunFrom,N2,1
BldngGIP,N3,2
BLen1Unit,N3,2
BLen2Unit,N3,2
BLength1,N2,1
BlindSpotIntervention,N1,0
BlindSpotWarning,N1,0
BlkNegJLin,N2,1
BlncDue,N2,1
BlncTrnsfr,N2,1
BlobCntTyp,N2,1
Block,N1,0
BlockB,N2,1
BlockC,N2,1
BlockCode,N1,0
BlockD,N2,1
BlockE,N2,1
BlockFax,N1,0
BlockFloor,N1,0
BlockG,N2,1
BlockH,N2,1
BlockMail,N1,0
BlockNum,N2,1
BlockOut,N1,0
BlockS,N2,1
BlockToPDF,N2,1
BlockZeroQ,N2,1
BlocManPos,N2,1
BMI,N3,2
BNegAVal,N3,2
BnkAccount,N2,1
BnkAcctCod,N2,1
BnkActDgts,N2,1
BnkActKey,N2,1
BnkBchDgts,N2,1
BnkBranch,N2,1
BnkChgAct,N2,1
BnkCtKDgts,N2,1
BnkOpCode,N2,1
BnkTrnsPmM,N3,2
BnthQAQCSampleName,N2,1
Body,N1,0
BodyClass,N1,0
BODYTYPE,N1,0
BoeAbs,N3,2
BoeAcct,N2,1
BoeAgent,N2,1
BoEBPName,N2,1
BoeCancIns,N2,1
BoeDDFrom,N2,1
BoeDDTo,N2,1
BoeDisAmnt,N2,1
BoeDiscD,N3,2
BoEDiscnt,N2,1
BoeFineAmt,N2,1
BoeFineD,N3,2
BoeIntrstD,N2,1
BoeKey,N2,1
BoeMovCode,N2,1
BoeOccCode,N2,1
BoEOnClct,N3,2
BoEPrsnt,N3,2
BoePtfID,N3,2
BoeRec,N3,2
BoeReport,N2,1
BoeReserev,N2,1
BoeSumFC,N3,2
BoeSumSC,N3,2
BoeType,N2,1
BoEValue,N2,1
BoletoPath,N2,1
Bonus,N1,0
booked_amount,N1,0
booking_end_date,N1,0
booking_made_date,N1,0
booking_start_date,N1,0
booking_status_code,N1,0
BookPurp,N2,1
border,N1,0
born_state,N1,0
BosCode,N2,1
Bottom,N1,0
BottomID,N1,0
BottomLine,N1,0
BOTYPE,N2,1
Box1099,N1,0
Box2,N1,0
BoxCode,N1,0
BoxEffDate,N2,1
BoxRptSeq,N2,1
BoxType,N1,0
BPAcctName,N2,1
BpAct,N2,1
BPAddress,N2,1
BpAddrTel,N2,1
BPBankBrnc,N2,1
BpBankCode,N2,1
BPBankNam,N2,1
BpBankNum,N2,1
BPBillAddr,N2,1
BPBillCode,N2,1
BPCardCode,N2,1
BPChCode,N2,1
BpCode2,N2,1
BPContact,N2,1
BPCurrency,N2,1
BPE_Mail,N2,1
BPFax,N2,1
BPFilter,N2,1
BPGdsIssP,N3,2
BPGrpCod,N3,2
BPLCentPmt,N3,2
BPLFrName,N3,2
BPLIdPmn,N3,2
BPLink,N2,1
BPLNum,N3,2
BPMNElDes,N3,2
BPMNElId,N3,2
BPName,N2,1
BPNo,N3,2
BpNoLock,N2,1
BPorAct,N2,1
BPPhone1,N2,1
BPProjCode,N2,1
BPShipCode,N2,1
BPSingleP,N2,1
BpStateCod,N2,1
BPStatGSTN,N3,2
BPSwift,N2,1
BpTaxRegNo,N2,1
BPType,N2,1
BpVATregNo,N3,2
BrachNum,N2,1
BrakeSystemDesc,N2,1
BrakeSystemTypeId,N1,0
Branch,N1,0
BranchChk,N2,1
BranchName,N1,0
BrdrRed,N2,1
Break,N1,0
Break2,N1,0
Breed,N1,0
breed_name,N1,0
BRI,N3,2
BrnCity,N2,1
BrnCNPJ,N3,2
BrnCntCode,N2,1
BrnState,N2,1
browser_id,N1,0
BrrwrTaxPctScM,N3,2
brthCountr,N2,1
BsCardName,N2,1
BSDate,N2,1
BsDocDate,N2,1
BsDueDate,N2,1
BSFileNum,N2,1
BSInstled,N2,1
BSNum,N3,2
BsPrcMode,N2,1
BsPstDate,N2,1
BSRCode,N2,1
BsValDate,N2,1
BtchStatus,N2,1
BtfLine,N2,1
BtfStatus,N2,1
BtmMrgn,N3,2
BTransVal,N2,1
BTWCity,N2,1
BTWDecProv,N2,1
BTWICP,N3,2
BTWOB,N3,2
BTWOBFmt,N3,2
BudegetId,N1,0
Budget_in_Billions,N1,0
Budget_invested_percent,N1,0
Budget_million,N1,0
Budget_Type_Code,N1,0
Budgeted,N1,0
BudgId,N2,1
Bug_ID,N1,0
BuildDesc,N2,1
Builder,N1,0
building_address,N1,0
building_description,N1,0
building_full_name,N1,0
building_short_name,N1,0
BuildingB,N2,1
BuildingS,N2,1
BuildinNum,N2,1
buildUpPlaySpeed,N1,0
buildUpPlaySpeedClass,N1,0
Built,N1,0
built_year,N1,0
BuisnesDsc,N2,1
bulgarian_commander,N1,0
Bulls,N1,0
BusArea,N1,0
Business,N1,0
business_rates_id,N1,0
BusLengthFT,N2,1
BusType,N1,0
buyer_offered_price,N1,0
BValue,N2,1
BWdth1Unit,N2,1
BWdth2Unit,N2,1
BWeight1,N2,1
BWght1Unit,N2,1
BWght2Unit,N2,1
BWidth1,N2,1
ByDate,N1,0
ByField,N2,1
BZStRegID,N3,2
BZStSendID,N3,2
C1,N3,2
C4,N3,2
C5,N3,2
C6,N3,2
CABasSum,N2,1
CABasSumSc,N3,2
CActivity,N2,1
CAdBoardId,N2,1
CalBaseN,N2,1
Calc,N2,1
CalcAcct,N2,1
CalcBase,N2,1
CalcCase,N2,1
CalcCogs,N2,1
CalcCol,N2,1
CalcCondFC,N2,1
CalcCondSC,N2,1
CalcFC,N2,1
CalcFrml,N2,1
CalcIntert,N2,1
CalcSC,N2,1
CalcTable,N2,1
CalcType,N2,1
CalcVatGrp,N2,1
CalcWHTCrM,N3,2
Calendar_Date,N1,0
CalendarDate,N1,0
CallIndex,N1,0
callsign,N1,0
callTypeID,N1,0
CallUp,N1,0
CalMethod3,N1,0
Campus,N1,0
CampusFee,N1,0
Canal,N1,0
CANALDITCHTYPE,N1,0
CanCancel,N1,0
Cancel,N1,0
CancelCode,N1,0
CancelDate,N1,0
Cancelled,N1,0
CanClose,N1,0
CancReason,N2,1
CancRecons,N2,1
CanDefForm,N2,1
CanDelete,N1,0
Candidate,N1,0
Candidate_ID,N1,0
CanFind,N1,0
CanLog,N1,0
CanNewForm,N1,0
Canopy_Cover,N1,0
Canopy_Height,N1,0
CanPos,N3,2
CanPos_Name,N2,1
CanSort,N1,0
CanYrTrnsf,N3,2
CAOutAcct,N2,1
CapDate,N2,1
CapFactor1,N2,1
CapFactor2,N2,1
CapFactor3,N2,1
capital,N1,0
Captain_ID,N1,0
CapType,N2,1
Carapace Width,N1,0
card_type_code,N1,0
CardCode,N1,0
CardExclud,N2,1
CardFName,N2,1
CardFrom2,N1,0
CardFrom3,N1,0
CardGroup,N1,0
CARDIOCOND,N2,1
CardName2,N1,0
CardOrAcct,N2,1
CardTo3,N2,1
CaredType,N1,0
CARGOWT,N2,1
CarryForw,N2,1
CASENO,N1,0
Cases,N1,0
CashAcct,N2,1
CashBox,N1,0
CashCheck,N1,0
CashDisAcc,N2,1
CashDiscnt,N2,1
CashDiscSC,N2,1
CashDisSum,N2,1
CashExecut,N2,1
CashFrmBl,N2,1
Cashier,N1,0
CashLimit,N1,0
CashSum,N2,1
CashSumSy,N2,1
catalog_entry_name,N1,0
catalog_level_name,N1,0
catalog_level_number,N1,0
catalog_name,N1,0
Catalogue,N1,0
CatCode,N2,1
CateCode,N2,1
CategNum,N2,1
Categorize,N1,0
Category,N1,0
category_id,N1,0
CatId,N2,1
CatName,N2,1
CatNo,N2,1
Cause,N2,1
CAUSE1,N1,0
CAUSE3,N1,0
CBFilter,N2,1
CBIncluded,N2,1
CBoERcvble,N3,2
CBREF,N3,2
CBUDF,N3,2
CCDEntry,N3,2
CCDFrom1,N3,2
CCDFrom2,N3,2
CCDLineNum,N3,2
CCDTo1,N3,2
CCDTo2,N3,2
CCOwner,N2,1
CCTypeCode,N2,1
CDC,N3,2
CdcCode,N2,1
CDCDISTRIB,N2,1
CDCEVENT,N2,1
CDCEXTENT,N2,1
CDCFORDEPLOY,N2,1
CDCLONGLAT,N3,2
CdcOffset,N2,1
CDCPLANE,N2,1
CdtPrvDays,N3,2
CEComRate,N2,1
CEDivision,N2,1
CEECFlag,N2,1
cell_mobile_number,N1,0
cell_mobile_phone_number,N1,0
cell_number,N1,0
Cellolar,N2,1
CemCode,N2,1
CemDescr,N2,1
CemRelvnt,N2,1
Centerline,N1,0
CentPmtInc,N2,1
CentPmtOut,N2,1
CentrPay,N2,1
CenVatCom,N3,2
CEO,N3,2
CERange,N2,1
CERegNo,N2,1
CerSeries,N2,1
CertDetail,N2,1
CertificationDate,N1,0
CertificationExpires,N1,0
Certified,N1,0
CertWHT,N3,2
CessAmnt,N2,1
CessAmntSC,N3,2
CessApplFC,N3,2
CessApplSC,N3,2
CessBAmtSC,N3,2
Cession,N1,0
CessRate,N2,1
CEST,N3,2
CFHName,N3,2
CfmQty,N3,2
CFOPII,N3,2
CFOPIIS,N3,2
CfopIn,N3,2
CFOPIOS,N3,2
CFOPOE,N3,2
CfwInDflt,N3,2
CFWName,N2,1
CfwOutDflt,N3,2
cg,N3,2
CgsOcrCod,N3,2
CgsOcrCod2,N3,2
CgsOcrCod4,N3,2
CgstAcc,N3,2
CgstAmnt,N3,2
CgstAmntSC,N3,2
CgstAppl,N3,2
CgstApplFC,N3,2
CgstApplSC,N3,2
CgstBAmt,N3,2
CgstBAmtFC,N3,2
CgstBAmtSC,N3,2
CgstRate,N2,1
ChainName,N1,0
chainStore,N1,0
ChallanBak,N2,1
ChallanDat,N2,1
chanceCreationCrossing,N1,0
chanceCreationPassing,N1,0
chanceCreationPassingClass,N1,0
chanceCreationPositioningClass,N1,0
ChangeBy,N1,0
ChangeCode,N1,0
ChangExist,N2,1
ChangFlags,N2,1
Channel,N1,0
channel_code,N1,0
ChannlBP,N2,1
ChapterID,N1,0
Char_cells,N2,1
characteristic_id,N1,0
characteristic_type_code,N1,0
charge_amount,N1,0
charge_id,N1,0
chargeable_yn,N2,1
ChargerLevel,N1,0
ChargerLevelId,N1,0
CharMonth,N2,1
Charset,N2,1
ChartAcct,N2,1
ChartCus,N2,1
ChckLine,N2,1
ChCtrAPAct,N3,2
ChDocLine,N2,1
ChDocType,N2,1
CheckAbs,N2,1
CheckAcct,N2,1
CheckAct,N1,0
CheckBox0,N1,0
CheckBox1,N1,0
CheckBox11,N1,0
CheckBox15,N1,0
CheckBox16,N1,0
CheckBox17,N1,0
CheckBox19,N1,0
CheckBox2,N1,0
CheckBox21,N1,0
CheckBox22,N1,0
CheckBox23,N1,0
CheckBox24,N1,0
CheckBox29,N1,0
CheckBox3,N1,0
CheckBox32,N1,0
CheckBox33,N1,0
CheckBox34,N1,0
CheckBox4,N1,0
CheckBox5,N1,0
CheckBox6,N1,0
CheckBox8,N1,0
CheckBoxB,N1,0
CheckDate,N1,0
CheckDigit,N1,0
Checked,N1,0
CheckedBP,N2,1
Checker,N1,0
CheckFiles,N1,0
CheckKey,N1,0
CheckNum,N2,1
CheckOut,N1,0
ChecksBalL,N2,1
CheckSum,N1,0
CheckSumSy,N2,1
ChildId,N1,0
CHILDMANUF,N2,1
CHILDMODEL,N2,1
CHILDMODELNO,N2,1
ChildNum,N2,1
CHILDPOSITION,N1,0
CHILDSEATUSE,N1,0
CHILDSEATYPE,N2,1
chip_model,N1,0
ChItmSerie,N2,1
Chk100Name,N2,1
Chk100NPl,N3,2
ChkInLoc,N2,1
ChkIntgCre,N3,2
ChkIntgUpd,N2,1
ChkLontitu,N2,1
ChkName,N2,1
ChkNamePl,N2,1
ChkOutDate,N2,1
ChkOutDrft,N2,1
ChkOutTime,N2,1
ChkPaper,N2,1
ChkQtyINV,N2,1
ChkRefBP,N2,1
ChkType,N2,1
ChlnNo,N2,1
ChnCrdCon,N2,1
Choice,N1,0
Chrctrstcs,N2,1
Chromosome,N1,0
Church_ID,N1,0
CIG,N3,2
CigCup,N2,1
CigTo,N2,1
CINFStamp,N2,1
CINJURED,N2,1
circuitId,N1,0
circuitRef,N2,1
CIShbQty,N3,2
CISS,N3,2
CitAddress,N2,1
citation_num,N1,0
Citizenship,N1,0
CitPinCode,N2,1
City_ID,N1,0
city_name,N1,0
City_Population,N1,0
City_Town,N1,0
CityDlvryP,N2,1
CityF,N2,1
CityS,N2,1
Claim_Header_ID,N1,0
Claim_ID,N1,0
Claim_Outcome_Code,N1,0
Claim_Status_Code,N1,0
Claim_Status_Description,N1,0
Claim_Type_Code,N1,0
ClaimRefun,N1,0
Class,N1,0
Class_A,N2,1
CLASS_CODE,N1,0
Class_President_Vote,N1,0
CLASS_SECTION,N1,0
Class_Senator_Vote,N1,0
CLASS1,N2,1
CLASS2,N2,1
ClassID,N1,0
Classifier,N1,0
Classroom,N1,0
ClearAct,N2,1
Cleared,N1,0
ClgCode,N2,1
ClienGroup,N2,1
Client_ID,N1,0
ClientIP,N2,1
Climber_ID,N1,0
ClnpScn,N3,2
CloPrcnt,N3,2
ClosBrackt,N2,1
CLOSE,N1,0
Closed,N1,0
ClosePrcnt,N2,1
closeTime,N1,0
CloseWipV,N2,1
ClosingAcc,N2,1
ClosingOpt,N2,1
closure_authorised_by_staff_id,N1,0
Cloud,N1,0
cloud_cover,N1,0
ClrAcqAct,N2,1
ClsDateNum,N2,1
ClsDtCode,N2,1
ClsInTP,N3,2
Club_ID_1,N1,0
Club_ID_2,N1,0
Club_name,N1,0
ClubDesc,N2,1
ClubID,N1,0
ClubLocation,N1,0
ClubName,N1,0
ClusterId,N1,0
CMAX,N3,2
CMAXHEIGHT,N2,1
CmfMenuId,N2,1
cmi_cross_ref_id,N2,1
cmi_details,N2,1
CmltStrtg,N3,2
CmpCNPJ,N3,2
CmpCntCode,N2,1
CmpIE,N3,2
CmpltQty,N2,1
CmpName,N2,1
CNAECode,N2,1
CNAEId,N3,2
CnclDps,N3,2
CnclMaxDay,N2,1
CNJPMan,N3,2
CnnectAddr,N2,1
CnPerson,N2,1
CNPJDlvryP,N3,2
CNPJGIP,N3,2
CnsdVendor,N2,1
CntAddr,N2,1
CntAfter,N2,1
CntCode,N2,1
CntCodNum,N2,1
CntctCode,N2,1
CntctPrsn,N2,1
CntctSbjct,N2,1
CntFax,N2,1
CntPers_3p,N3,2
CntPerson,N2,1
CntPhon_3p,N3,2
CntPhone,N2,1
CntPstn,N3,2
cntrctStrt,N3,2
CntrctType,N2,1
CntrlBnk,N2,1
CntrOrigin,N2,1
CntTitle,N2,1
CO_MMI_OTU1,N3,2
CO_MMI_OTU2,N3,2
CO_MMI_OTU3,N3,2
CO_RIVPACS_2009_OTU,N3,2
CoAccount,N2,1
Coach_ID,N1,0
Coastline,N1,0
CockpitId,N1,0
CodAj,N3,2
CodAjApur,N3,2
CodAut,N2,1
CodDa,N3,2
Code,N1,0
Code1,N1,0
Code2,N1,0
Code3,N1,0
Code4,N1,0
CodeBars,N1,0
CodeID,N1,0
CodeIn,N1,0
CodeOut,N1,0
CodePage,N1,0
codeshare,N1,0
COGM_Act,N3,2
CogsAcct,N2,1
CogsAmnt,N2,1
COGSByCC,N3,2
CogsCredit,N2,1
CogsDebit,N2,1
CogsOcrCo3,N3,2
CogsOcrCo4,N3,2
CogsOcrCo5,N3,2
CogsOcrCod,N2,1
CogsVal,N2,1
CogsValue,N2,1
ColAlias,N2,1
ColIsUsed,N2,1
CollCode,N2,1
CollecAuth,N2,1
CollectDT,N2,1
Collection_Location,N1,0
college_id,N1,0
CollMeth,N2,1
ColName,N2,1
color_code,N1,0
color_description,N1,0
ColSel,N2,1
ColToken,N2,1
ColUID,N2,1
ColumnDesc,N2,1
ComissAct,N2,1
Comission,N1,0
ComissnSys,N2,1
Command,N1,0
CommandID,N1,0
CommClass,N2,1
CommCode,N2,1
Comment,N1,0
Comments,N1,0
CommentsRhithron,N1,0
CommentsROMN,N3,2
CommerReg,N2,1
CommGrCode,N2,1
CommisGrp,N2,1
CommisPcnt,N2,1
Commission,N1,0
COMMISSION_PCT,N2,1
CommisVat,N2,1
Common_Name,N1,0
COMORBOTH,N2,1
CompAddres,N2,1
company_id,N1,0
CompanyCod,N2,1
CompanyHis,N2,1
CompanyId,N1,0
CompanyNum,N2,1
CompanyVer,N2,1
CompareFld,N2,1
compatible_since_year,N1,0
CompBlock,N2,1
CompCity,N2,1
CompetId,N2,1
CompFolder,N1,0
CompISRBil,N3,2
complaint_id,N1,0
complaint_outcome_code,N1,0
CompNature,N2,1
CompnyGUID,N2,1
CompnyName,N1,0
CompnyType,N1,0
Component,N1,0
CompOper,N2,1
CompOrgNum,N2,1
Composer,N1,0
CompoWH,N2,1
CompState,N2,1
CompStreet,N2,1
CompTblIdx,N2,1
CompTotal,N2,1
CompType,N2,1
Computer,N1,0
CompValue,N2,1
ComTrade,N2,1
ComTradeRt,N2,1
ConcActNum,N2,1
concert_Name,N1,0
Cond_Num,N2,1
Cond4,N2,1
Cond5,N2,1
CondCase,N2,1
CondEndVal,N2,1
CondId,N2,1
CondNum,N2,1
Conductor_ID,N1,0
CondVal,N2,1
ConfDate1,N2,1
ConfDate2,N2,1
ConfDate4,N2,1
CONFIDENCE,N1,0
ConfigDate,N2,1
ConfigEntr,N2,1
ConfigName,N2,1
ConfigPath,N2,1
Confirm,N1,0
Confirmat,N2,1
Confirmed1,N1,0
Confirmed3,N1,0
Confirmed4,N1,0
ConFldID,N2,1
ConfNum,N2,1
ConfTime1,N2,1
ConfTime3,N2,1
ConfTime4,N2,1
ConName,N2,1
ConnBP,N3,2
Connection,N1,0
ConsiderTy,N2,1
Consolidat,N2,1
ConsolNum,N2,1
CONSTRUCTIONMATERIAL,N1,0
constructorResultsId,N1,0
constructorStandingsId,N1,0
ConsumeFCT,N2,1
CONTACT,N1,0
Contact_ID,N1,0
Contact_Notes,N1,0
contact_phone,N1,0
Contact_Role,N1,0
contact_staff_id,N1,0
contactCod,N2,1
ContactEmailAddress,N1,0
ContactID,N1,0
ContactInstructions,N1,0
ContactLog,N1,0
ContactOrganization,N1,0
ContactPer,N1,0
ContactVoiceTelephone,N1,0
Container,N1,0
CONTCOMP,N2,1
contctCode,N2,1
CONTENT,N1,0
contestant_name,N1,0
contestant_number,N1,0
ContIndex,N2,1
continent,N1,0
Continuation_of,N1,0
ContInvnt,N2,1
ContraAct,N2,1
contract,N1,0
contract_end_date,N1,0
contract_start_date,N1,0
ContResp,N2,1
ConvDifAct,N2,1
ConvertTo,N1,0
ConvUnit,N2,1
CoopAssocT,N2,1
COpenDebts,N2,1
Copies,N1,0
COpnBlnAct,N2,1
copy_number,N1,0
CopyEmtVal,N2,1
CopyNumber,N1,0
CopySource,N1,0
CopyToProd,N2,1
CopyToTrgt,N2,1
CopyType,N1,0
Corisptivi,N2,1
CorrAPInv,N3,2
CorrAPRev,N3,2
CorrARInv,N3,2
CorrDate,N2,1
CorrDeclNo,N2,1
CorresAcct,N2,1
CorrExt,N2,1
CorrInvoic,N2,1
CorrMonth,N2,1
CorRowNo,N2,1
CorrSgn,N2,1
CorrType,N2,1
CorrYear,N2,1
Cost,N1,0
cost_of_treatment,N1,0
CostCateg,N2,1
CostMethod,N1,0
CostName10,N1,0
CostName4,N1,0
CostName5,N1,0
CostName6,N1,0
CostName7,N1,0
CostName9,N1,0
CostOffAct,N2,1
CostOH,N2,1
CostPrcLst,N2,1
CostRvlAct,N2,1
CostSum,N2,1
CostSumFC,N2,1
CostSumSC,N2,1
CostTotal,N1,0
CostVal2,N2,1
CostVal3,N2,1
CostVal5,N2,1
CostVal6,N2,1
CostVal9,N2,1
COTcode,N2,1
council_tax_id,N1,0
Count,N1,0
count_hired,N1,0
CountDiffP,N2,1
Counted,N1,0
CountedQty,N1,0
CounteName,N1,0
CounterId,N1,0
CounterNum,N2,1
CounteType,N1,0
Counties_Represented,N1,0
CountQtyT1,N2,1
CountQtyT2,N2,1
Country,N1,0
COUNTRY_ID,N1,0
country_name,N1,0
CountryAbbrev,N2,1
CountryB,N2,1
CountryCod,N2,1
CountryCode,N1,0
CountryGIP,N2,1
CountryId,N1,0
CountryName,N1,0
CountryOrg,N2,1
CountryS,N2,1
CountType,N1,0
County,N1,0
County_name,N1,0
CountyF,N2,1
CountyGIP,N2,1
CountyS,N2,1
coupon_id,N1,0
